dialogue_id,user_er,user_ee,donation_ee,donation_er,intended,is_annotated,n_utterances,n_persuader_turns,n_persuadee_turns
20180826-174933_275_live,A249LDVPG27XCE,A3QN9B9ZS1CWWM,0.0,0.0,nan,False,20,10,10
20180826-184037_209_live,APJJ1HHD2GGFS,AQ24MDE19B8A3,0.1,0.0,0.1,True,20,10,10
20180826-061500_476_live,A1ROEDVMTO9Y3X,A1MJWY7UO3CDSM,0.0,0.5,10.0,True,21,11,10
20180826-203821_83_live,A3FPPZWMQOANR4,A3LPTQVJ1XSS4L,0.1,0.0,0.1,True,20,10,10
20180826-052222_969_live,A167K17CLOW01U,A3RSZN0UNN5GSC,0.3,0.0,0.3,True,20,10,10
20180826-182048_519_live,ABQM9FJ6AXPCO,A1BHW4QNL2D9EF,0.0,0.0,nan,False,21,11,10
20180826-055352_947_live,A1VF6C9ZSW2K22,A2ZX24Z58N8YHX,0.0,0.15,nan,False,22,11,11
20180826-210609_644_live,AW9SCL2U33XET,A1B6EGCM2DNDPC,0.05,0.0,0.05,True,21,11,10
20180826-180009_407_live,A3B51VO4UKOX0Y,A17VW7C10DPHR,0.0,0.5,0.1,True,20,10,10
20180826-175426_937_live,A3CHSKOAWR1DVA,A1DNJ3C38BJ0MJ,0.5,0.0,0.5,True,20,10,10
20180826-070517_871_live,A9EQ4FWCUQVBL,A2MAON23E8OMXN,0.0,0.1,nan,False,20,10,10
20180826-181249_805_live,A25MO8CV5PIMLM,A3G8OON0TDPN1E,0.0,0.0,0.25,True,20,10,10
20180826-212714_597_live,A3FPPZWMQOANR4,A3TY6TIDZ7M9OF,0.15,0.0,0.15,True,20,10,10
20180826-194841_403_live,AG1BNU31ZP490,A1ELADE3LT4GF9,0.3,0.05,nan,False,22,11,11
20180826-094859_742_live,A3CHSKOAWR1DVA,A10AVMDRAU2NN5,0.3,0.0,nan,False,20,10,10
20180826-180554_582_live,A38I33OZVPDX30,A1BVEXQ684HDEP,0.0,0.1,5.0,True,21,11,10
20180826-062736_188_live,ANMD34DNHLOLC,A2USG66RL7MM4E,0.0,0.0,nan,False,22,11,11
20180826-054344_65_live,A2J46J3R0K0PWU,A1ZJT5IRZHKX8H,0.0,1.0,500.0,True,20,10,10
20180826-060201_521_live,A16QTKULP8HQ6G,A161AJDHLJVCLZ,0.0,0.1,10.0,True,22,11,11
20180826-220838_141_live,A3L4JI1S352HB8,A3FPPZWMQOANR4,0.0,0.0,50.0,True,21,11,10
20180826-053845_531_live,A2HC9549CZAKNN,A3PE20PVSRKCLA,0.3,0.5,nan,False,22,11,11
20180826-033211_245_live,A29GAVKOZCEEXL,A1HAOXJVRYT43K,0.05,0.0,nan,False,21,11,10
20180826-053811_708_live,A16QTKULP8HQ6G,A17SWXSZOWCC3M,0.2,0.0,nan,False,20,10,10
20180826-182047_49_live,A1D4C4NYRWMTRQ,A2OATZCX1YXE77,0.0,0.0,10.0,True,20,10,10
20180826-181742_58_live,A1FVCMGXK85014,AMJBPEANFZDMH,0.0,0.0,20.0,True,22,11,11
20180826-192022_0_live,A2APJBWVHEFR9Q,A1FOPF17E45428,0.0,0.1,nan,False,21,11,10
20180826-060146_791_live,A3N4PX2QVLOZGQ,A2QJP5BZ7B523H,0.0,0.0,nan,False,20,10,10
20180826-054232_684_live,A224B7BAQ0MZSN,A1DNJ3C38BJ0MJ,0.2,0.0,0.2,True,20,10,10
20180826-043247_456_live,A3HZ67C8YG78P3,A1MGSAVR0EKA9,0.0,0.0,1.0,True,21,11,10
20180826-180646_7_live,AZYUCL6B0YROY,A1O4W7F05T6HY0,0.03,0.0,nan,False,22,11,11
20180826-040651_411_live,A25DQF5YQ1UJ7R,A9EQ4FWCUQVBL,0.01,0.0,100.0,True,21,11,10
20180826-065245_39_live,A3HZ67C8YG78P3,A2TKHXY755FAM,0.1,0.5,nan,False,20,10,10
20180826-184708_183_live,AV3LN2EMUI4LG,A2MP71UFBP05XH,0.0,0.0,nan,False,20,10,10
20180826-082717_200_live,A2EABC3X5VMZ95,A1QEQOI98976S0,0.1,0.1,0.1,True,20,10,10
20180826-013036_595_live,A3TS2NCBAB9L6V,A8ZUM922CBH6S,0.0,0.0,0.15,True,21,11,10
20180826-070323_186_live,A161AJDHLJVCLZ,A1JRP3B1LNXJRP,0.0,0.0,nan,False,20,10,10
20180826-064716_937_live,A1ROEDVMTO9Y3X,A2S6QOCFC3EAYH,0.0,1.0,nan,False,23,12,11
20180826-181951_904_live,A2GOJCVBYZ6H75,A1GE8OJYZORT4N,0.05,0.0,0.05,True,20,10,10
20180826-011431_343_live,A2JY56TZCEPK3J,ABQM9FJ6AXPCO,0.0,0.0,5.0,True,20,10,10
20180826-045748_926_live,A9EQ4FWCUQVBL,AEZWQSTR5PSOE,0.0,0.1,5.0,True,20,10,10
20180826-181020_331_live,A1EOBT1HEM960W,A3CHSKOAWR1DVA,0.0,1.0,3.0,True,21,11,10
20180826-175345_318_live,A2DWSKGD9RNKMJ,A3G8IG349UQ1FU,0.0,0.0,nan,False,20,10,10
20180826-182054_411_live,A2X823PACMMOKP,A2L1TVTRS1D14B,0.0,0.3,nan,False,21,11,10
20180826-100158_119_live,A2J9ZWDTAFJW65,AK11BPNWE727G,0.0,0.0,nan,False,21,11,10
20180826-023807_40_live,A3ZWMVK6GNTJ8,A2U2N415A1I8QZ,0.25,0.0,nan,False,25,13,12
20180826-182522_887_live,A2VSS175DP9WM9,A2IZDQOET9SLE3,0.2,0.05,0.2,True,20,10,10
20180826-180300_663_live,A6KOTWP7N7RLU,A2JY56TZCEPK3J,0.0,0.0,2.0,True,21,11,10
20180723-093434_153_live,A3D70ANCSMGX5F,A30GPAEVFFIAIW,0.0,0.0,nan,False,21,11,10
20180723-042226_724_live,AVA6HLQVY2T01,A1RGD548VIVY96,0.5,0.0,nan,False,22,11,11
20180723-072435_196_live,A5NE8TWS8ZV7B,A30GPAEVFFIAIW,0.01,0.0,nan,False,20,10,10
20180723-034654_121_live,A34SD1FM76TW98,A2WLTPBX05TW6D,0.0,0.0,1.0,True,21,11,10
20180723-075339_567_live,ANR2T3V039BA5,ARZV0T1MCI22L,0.0,0.0,0.2,True,20,10,10
20180723-042421_113_live,A321YWMP74ULKH,A175PJR0W3LO8I,0.0,0.5,36.0,True,20,10,10
20180723-031022_254_live,A2F2DDH12YU4AK,A3B2H4HGSP6JCF,1.0,0.0,5.0,True,20,10,10
20180723-100855_385_live,A1DZ35VWU9HSB4,A2K05RWEOSTCAJ,0.0,0.0,nan,False,20,10,10
20180723-040634_575_live,A36IYIE23IO4HE,AZCGSVDT79E6X,1.25,0.0,1.25,True,20,10,10
20180723-060959_447_live,A1QKIA8XRNEXIG,A1790ZUAAUYCJ,0.0,0.0,nan,False,20,10,10
20180723-073352_280_live,A3NUYAG56BPYBB,ANR2T3V039BA5,0.05,0.0,0.05,True,21,11,10
20180723-070336_48_live,A5NE8TWS8ZV7B,AMSAIACF91GM3,0.0,0.0,0.0,True,20,10,10
20180723-093509_578_live,A2ONILC0LZKG6Y,A1D1FOC2R5250C,1.0,1.0,1.0,True,21,11,10
20180723-034109_263_live,A1FTTOECAA04JO,A2ZHLWNAHFS71G,1.0,0.0,1.0,True,22,11,11
20180723-042342_809_live,AEXF5EUX32U0M,A2UTV66F2E69A6,0.0,0.0,nan,False,21,11,10
20180723-025150_733_live,A3774HPOUKYTX7,AVA6HLQVY2T01,0.2,0.2,0.2,True,20,10,10
20180723-064603_378_live,A1B5KIQ8JLR2F7,A11BSFO4LMHPXQ,0.0,0.0,nan,False,20,10,10
20180723-061928_535_live,A2LYTAQGBST6IC,A1TEVZP5DA1XYZ,100.0,0.0,125.0,True,21,11,10
20180723-101530_805_live,A5NE8TWS8ZV7B,A3M0C5D28CCZCJ,0.5,0.0,0.5,True,20,10,10
20180723-091102_738_live,A3DM7UHHDWBK9L,ANR2T3V039BA5,0.0,0.0,nan,False,21,11,10
20180723-052203_936_live,A2JBB3E2Y3LXJH,A2ABOMU5VUN9NG,0.5,0.0,1.0,True,20,10,10
20180723-103902_895_live,A2EPBSY0VPI38S,A5NE8TWS8ZV7B,0.0,0.25,0.5,True,21,11,10
20180723-080248_452_live,A30GPAEVFFIAIW,ANR2T3V039BA5,0.01,0.0,nan,False,20,10,10
20180723-091419_371_live,A3TUCOUVSP9ZGY,A1JRP3B1LNXJRP,0.25,0.0,nan,False,20,10,10
20180723-062856_180_live,A30GPAEVFFIAIW,ANR2T3V039BA5,0.1,0.0,nan,False,21,11,10
20180723-094242_630_live,ANR2T3V039BA5,A2I4A4WGWII18Z,1.0,0.0,nan,False,20,10,10
20180723-100140_767_live,A3P1RCXKFG0NH3,A1JDE05XZK1E33,0.0,0.0,1.0,True,20,10,10
20180723-080158_200_live,A5NE8TWS8ZV7B,A002160837SWJFPIAI7L7,0.0,0.0,nan,False,20,10,10
20180723-082451_335_live,A1LB9JOMFQ1UMG,A5NE8TWS8ZV7B,0.0,0.0,0.5,True,20,10,10
20180723-041117_988_live,A2SWU4Z04QF8LV,AAER9JQ79AD7N,0.1,0.5,nan,False,21,11,10
20180723-120746_371_live,A2653BIPJKEMRK,A9HVP2MLUH38A,0.0,10.0,nan,False,20,10,10
20180723-085449_363_live,A3C1U769G160ZE,A2OK5W1FKC3HHW,700.0,0.0,nan,False,22,11,11
20180723-064816_188_live,A26FIQ42LD6QIO,A5NE8TWS8ZV7B,0.0,0.25,nan,False,21,11,10
20180723-055038_776_live,A1WOCD9SAYI07V,A39GADIK8RLMVC,0.5,0.0,0.5,True,22,11,11
20180723-091508_49_live,A1BEBN58T1E0TH,APMGE1034C1LB,0.0,0.0,0.1,True,20,10,10
20180723-112016_503_live,A2F1JTU06CO6VD,A16LLDMUV2OKM,0.01,0.0,0.01,True,20,10,10
20180723-120745_544_live,A3RS7UCO7CQ74R,A1YGENVE7OI5JL,0.0,0.0,nan,False,20,10,10
20180723-121545_265_live,A13UY6H25XM3UW,A5NE8TWS8ZV7B,0.0,0.25,0.25,True,21,11,10
20180723-073908_711_live,ADIAEAPYRI8CK,ABFE72DCG89WW,0.5,0.0,0.5,True,20,10,10
20180723-113128_856_live,A24LUXW1DB1QI5,A1HUWK2J3GF1OY,2.0,0.0,nan,False,21,11,10
20180723-114415_254_live,AG7C4X3WKKBV,AJ204D5LUWTVY,0.1,0.0,100.0,True,20,10,10
20180723-122005_335_live,AYSG3J2U3UF1Y,A2H85UOGW31OWJ,0.0,0.0,nan,False,20,10,10
20180723-094026_937_live,A2DOZJ00KFCTMK,A3914P24XPNPY3,0.0,1.0,nan,False,20,10,10
20180723-074147_879_live,A5NE8TWS8ZV7B,A30GPAEVFFIAIW,0.0,0.0,0.005,True,20,10,10
20180723-113700_19_live,A6IFXOBCV436G,A31BFQ3V5CLBGH,1.0,1.0,1.0,True,21,11,10
20180723-042344_940_live,A1SJF7BZ0RXKIM,A35CL66BEUSJ5Z,0.0,0.0,0.1,True,20,10,10
20180723-105210_403_live,A3UPZ88FI1EJC,AMPMTF5IAAMK8,0.0,0.0,10.0,True,20,10,10
20180723-044617_32_live,A3D7JEGMSYKCUJ,A2QIZ31TMHU0GD,0.5,0.0,nan,False,21,11,10
20180527-210026_713_live,A1UKAS30R0MFI6,AXT49VCFZDGW8,0.0,0.0,nan,False,21,11,10
20180527-123001_539_live,ALZHJRQ5PGM9Y,A18WCPDCDP4IAS,0.0,0.0,nan,False,21,11,10
20180807-052301_924_live,A1RH3X41J9J05R,APDDA1Y59RHV9,2.0,0.0,nan,False,20,10,10
20180807-054926_223_live,AEIIVFPRTDGMK,A3EWR58W0SA885,0.0,0.0,nan,False,20,10,10
20180807-045406_433_live,A2WWYVKGZZXBOB,A24QDI70W42014,0.0,0.0,nan,False,20,10,10
20180807-193534_716_live,A1F4N58CAX8IMK,A2VRDE2FHCBMF8,0.5,0.5,nan,False,20,10,10
20180807-101812_237_live,A33L61XKPX76DB,A1F1OZ54G177D8,1.0,1.0,nan,False,20,10,10
20180807-120710_327_live,A3C5G8LGIAW0XL,AGLPHEI7RHB56,0.0,0.25,nan,False,22,11,11
20180807-224801_326_live,A1848YLP5S6RN6,A1S88VQY8G8CNC,2.0,0.3,nan,False,20,10,10
20180807-060826_638_live,AEIIVFPRTDGMK,A4W9APAHFWVLO,0.0,0.0,nan,False,20,10,10
20180807-114503_772_live,A1LB9JOMFQ1UMG,AT3C00TKZK13L,0.0,0.0,nan,False,21,11,10
20180807-232845_932_live,A290EZ9O3FX63O,A177WJH4H5E1M6,0.0,0.0,nan,False,20,10,10
20180807-034050_594_live,A2MGFHRO4LIPMM,A1RW6RIF1MT2YT,0.5,10.0,nan,False,20,10,10
20180807-045213_750_live,A4IH4CO046EV3,APAWF1D8M2BOM,0.0,1.0,nan,False,22,11,11
20180807-070049_381_live,A2ZARG52ZPGMBH,A1DBPM1UHEP4MU,0.1,0.0,nan,False,21,11,10
20180807-052536_131_live,A1PKCBFB4QY19G,A1DJD0J0BTE1X8,0.0,0.0,nan,False,21,11,10
20180807-110023_918_live,A37VBAMFEQKJO4,AVNXCGTZQ1CFK,0.01,0.0,nan,False,27,14,13
20180807-213738_534_live,A2H50O04Y8V8MM,A2VD133723IZR8,0.0,0.1,nan,False,21,11,10
20180807-210743_128_live,A17TRE8DNQEXL1,A14YPEN5605CRG,0.0,0.0,nan,False,21,11,10
20180807-033356_731_live,A3KFBBAQ4QX9W8,A3DDHTG2VRQE51,10.0,0.0,nan,False,20,10,10
20180807-114219_318_live,A1DY3EW6Q0B5K5,A14EYTLSMJRPUK,0.0,1.0,nan,False,22,11,11
20180807-114750_102_live,A165JJ5VZPS2UX,A3388HIWAKD3DV,0.0,0.0,nan,False,20,10,10
20180807-035644_415_live,A321YWMP74ULKH,A3774HPOUKYTX7,0.2,100.0,nan,False,20,10,10
20180807-081912_387_live,AM6UF8PW03V33,A9ZCY6FLUCIU1,0.0,0.0,nan,False,20,10,10
20180807-103432_350_live,ABEJPX8HRQFAW,A24LUXW1DB1QI5,0.0,0.0,nan,False,25,13,12
20180807-094907_712_live,A3VB6VI2TU4FID,A2PZTQJUNCG4WH,0.0,0.0,nan,False,20,10,10
20180807-210436_738_live,A30KV6CIGNH3E5,A1Z5GJ9ZT65RNE,0.0,0.0,nan,False,21,11,10
20180807-070744_909_live,AN098C29EGJ6,A1AA0WXXEHPM3V,1.0,0.0,nan,False,21,11,10
20180807-200337_482_live,A3HKMZ9ML9EPUY,A2EOOF9D135HQ1,0.0,0.0,nan,False,23,12,11
20180807-052510_771_live,A321YWMP74ULKH,AEIIVFPRTDGMK,0.0,500.0,nan,False,20,10,10
20180807-212225_748_live,A2Y575IET2QNU2,AQOXSP4W3ITSW,0.25,2.0,nan,False,20,10,10
20180807-230112_344_live,A53S7J4JGWG38,A2Y749J0XM6TIW,0.0,0.0,nan,False,21,11,10
20180807-203024_672_live,A1G2PW5L311IXU,A2J8IMRYEO6ZIM,1.0,0.5,nan,False,20,10,10
20180807-012950_732_live,A1TLQ6BTDQX7US,A1AKX1C8GCVCTP,0.0,0.0,nan,False,21,11,10
20180807-120949_23_live,A3O0QZQ4V2IXT7,A2S7SSGYBNVX8H,0.75,0.0,nan,False,21,11,10
20180807-204441_24_live,A1SNC8UL8YFRH5,A69RUK0SZV067,0.5,1.0,nan,False,20,10,10
20180807-034917_827_live,AZCGSVDT79E6X,A23KAJRDVCVGOE,0.0,0.0,nan,False,20,10,10
20180807-033103_193_live,A2541C8MY0BYV3,A1EJ4HA4K85PBJ,100.0,100.0,nan,False,20,10,10
20180807-032253_379_live,AOWW3URQNRJ6U,A2ZDK0Y5466BXN,0.5,0.0,nan,False,22,11,11
BAD_20180807-204848_414_live,ARR3UJTM2ZGK4,A1LA0PRXRA9V2Z,50.0,0.0,nan,False,20,10,10
20180719-204358_391_live,A5NE8TWS8ZV7B,AMH8XB95PX2NA,0.0,0.0,0.5,True,20,10,10
20180719-202443_897_live,A5NE8TWS8ZV7B,A27GHKQVQ0EC6F,1.0,0.0,1.0,True,20,10,10
20180719-211301_463_live,A1T5MU5S5O2GO7,A286H1M66CL5ZI,0.0,0.0,5.0,True,21,11,10
20180719-165941_192_live,A5NE8TWS8ZV7B,A290OV59Q76QC8,0.0,0.0,50.0,True,20,10,10
20180719-122534_38_live,A125KW9P18V5Z1,A2T007HZK66WM,0.5,0.0,5.0,True,22,11,11
20180719-211846_176_live,A2CF1L6HQ4CCC,A27MJOV91GA8R3,0.0,0.0,1.5,True,20,10,10
20180719-120436_413_live,AU7A3QNJF3O00,A5NE8TWS8ZV7B,0.0,0.0,nan,False,20,10,10
20180719-175233_833_live,A5NE8TWS8ZV7B,A2GV9WSNSPX53,0.05,0.0,nan,False,20,10,10
20180719-210146_172_live,A3W2TEQC53S3WW,A3PJAHAD5YO67C,0.0,0.25,2.0,True,20,10,10
20180719-181845_211_live,A2UIGDOLX5RV95,A5NE8TWS8ZV7B,0.0,0.0,20.0,True,21,11,10
20180719-211253_768_live,A5NE8TWS8ZV7B,A3C46LJ7P8YIO0,0.5,0.0,0.5,True,22,11,11
20180719-210149_80_live,A3VDG4N48AVYGQ,A1B7Y6W33FM2L8,0.0,0.0,nan,False,21,11,10
20180719-200311_664_live,A1SNC8UL8YFRH5,A5NE8TWS8ZV7B,0.0,0.5,nan,False,21,11,10
20180719-213345_510_live,A2SZ9Q287HSOCL,A29GL00YFFJUXC,0.0,0.0,nan,False,20,10,10
20180719-212219_934_live,AMJ9NTQPGHOVV,ATIO095Q8ZFH,0.5,0.0,nan,False,22,11,11
20180719-182453_233_live,AP3L9UKTTG6D2,A3SGR153YCJ1XN,0.0,0.0,10.0,True,20,10,10
20180902-222414_572_live,A4T9TNIHDKF1B,A33Z4DP3MJFIGN,2.0,0.0,nan,False,21,11,10
20180902-061808_400_live,A7GMYJ7S5KT84,A2N93IVSZXSB73,1.0,0.5,nan,False,20,10,10
20180902-230004_696_live,A20NJGHYKL73LC,ACNHKXWKZRUZ5,0.0,0.0,nan,False,21,11,10
20180902-231056_734_live,AV3LN2EMUI4LG,A3V21KIOQARPV5,0.1,0.0,nan,False,20,10,10
20180902-223320_635_live,A3A4ZU8D2RP6XK,A2IOFEBP966IA8,2.0,0.0,nan,False,22,11,11
20180902-082304_216_live,A13WGYF2UCOOMJ,A1HANCHKYZKOL9,0.25,0.1,nan,False,20,10,10
20180902-231121_694_live,AISNLDPD2DFEG,A3A00UKGHIRCPO,0.25,0.0,nan,False,20,10,10
20180902-060425_57_live,AKQP8M2GR7VCL,A2DH4G39VD8L2U,1.0,0.0,nan,False,20,10,10
20180902-222747_770_live,A1T6TPNU64ZH9F,A1U5HJN8JXXLI7,0.15,0.15,nan,False,20,10,10
20180902-150252_344_live,A1MQ0JV616QMEJ,A3IUIS8AB17HUP,0.3,1.0,nan,False,24,12,12
20180902-082346_448_live,AG4LSED06GB08,A3BCGASLOPYKJ5,1.0,0.0,nan,False,20,10,10
20180902-230734_103_live,A19P7S5OYZS61Z,AAE3H2UOP7YXW,0.2,0.0,nan,False,22,11,11
20180902-220100_244_live,A3GO7ZO83710SF,A1R3T5771PPSMR,0.5,0.0,0.5,True,21,11,10
20180902-224713_959_live,A1ZHYS5O0CKLXB,A3M22VCNWJF2UE,0.25,0.0,nan,False,20,10,10
20180902-222301_80_live,A245CPNDUDHUYX,AW9SCL2U33XET,0.3,0.2,nan,False,20,10,10
20180902-065004_63_live,A2N93IVSZXSB73,A3B51VO4UKOX0Y,0.75,1.0,nan,False,20,10,10
20180902-222850_306_live,A2QBBJCOCZPTYR,A2MAON23E8OMXN,0.0,1.0,nan,False,20,10,10
20180902-225626_63_live,A23S3TBFRILU5H,ABZEVLHYVGOCQ,2.0,0.0,nan,False,22,11,11
20180902-084742_394_live,A1G70F4VJOW46H,A1BYUDFQPW099F,0.2,0.05,nan,False,21,11,10
20180902-022448_481_live,A1WKF2VH7TV0H2,A3PL7JEMIPFHI9,0.2,0.0,nan,False,20,10,10
20180902-215438_58_live,A1B7Y6W33FM2L8,A23ZYWM2WHJI2M,0.0,0.0,nan,False,24,12,12
20180902-230929_507_live,A7B2Y319WCO02,A2HJCKL388Z8LW,0.19,0.0,nan,False,20,10,10
20180902-221023_518_live,A1ZHYS5O0CKLXB,AJQGWGESKQT4Y,0.1,0.0,nan,False,20,10,10
20180902-220444_227_live,AGRKG3YT3KMD8,A9YSQNV8OLPDG,0.0,0.0,nan,False,23,12,11
20180902-222227_892_live,A1HXE4IVFL1L,A1B7Y6W33FM2L8,2.0,0.0,2.0,True,22,11,11
20180902-220705_493_live,AASWAMYQ9PXMQ,A299KQ1BCRT1CZ,0.0,0.0,nan,False,20,10,10
20180902-215344_542_live,A1I9ZBV75AVWUS,AG3ISFZMFGDQ9,2.0,0.0,2.0,True,20,10,10
20180902-040108_507_live,A1EJ4HA4K85PBJ,A1OVGCI9KUL4MI,0.0,0.0,nan,False,21,11,10
20180824-122531_924_live,A2SRLMH02XGL4I,A14SEFVPXYZ9TN,0.25,0.0,nan,False,20,10,10
20180824-122128_891_live,A98QFUWNFJUS3,A2JY56TZCEPK3J,0.0,0.0,nan,False,20,10,10
20180824-121457_149_live,A25CFVQND4A0EV,A24DSECWUBZC0Z,0.0,0.0,nan,False,20,10,10
20180824-130913_64_live,A2EHH2ZFIRF1BF,A2AMJNDTXLZ2YV,0.5,0.0,nan,False,20,10,10
20180824-123136_997_live,A1TVMLHDO5GCXX,A2JFAVQOW2D2VT,0.15,0.0,nan,False,20,10,10
20180824-120504_474_live,AMYURTQIMAC8T,A1T208Y507O4RS,0.0,0.0,nan,False,20,10,10
20180824-121933_745_live,A4Q2WGBCAFQFI,A5NE8TWS8ZV7B,0.0,0.05,nan,False,20,10,10
20180824-031232_169_live,AY6KUWT4PBW0X,A3774HPOUKYTX7,0.02,0.1,0.2,True,20,10,10
20180824-122747_679_live,A2N2GFB33ZMYGF,AKAWG8GZPMUV5,0.0,0.0,nan,False,22,11,11
20180824-131145_239_live,A2DT9AU9BXZS1W,A3O4VPJT4GOBMB,0.15,5.0,nan,False,21,11,10
20180824-020237_732_live,AWZCVOUD0LPT,A30H28F41UBJGK,0.0,0.0,nan,False,20,10,10
20180824-131621_775_live,AZYUCL6B0YROY,A2F2DDH12YU4AK,0.0,0.0,nan,False,21,11,10
20180824-123012_292_live,AMYURTQIMAC8T,A207TJIPWDJAQZ,0.8,0.0,nan,False,20,10,10
BAD_20180824-020444_983_live,AD6FEEQSW8PRE,A331PLDLD41E7R,0.0,100.0,nan,False,20,10,10
20180824-130244_446_live,A6WDKLTHVVQLZ,A1U3DBBCXKWMZC,0.2,0.0,nan,False,20,10,10
20180824-121207_770_live,A1JMD1M91WRWGB,A2EW08X2I87RXL,0.0,0.0,nan,False,20,10,10
20180824-122919_69_live,A2ZX7580NVWA6I,A3KF6O09H04SP7,0.0,0.3,nan,False,20,10,10
20180824-020419_695_live,A3CIWKPD7Y6NFG,A38F0VBX8VV3HI,0.85,1.0,0.85,True,21,11,10
20180824-125336_572_live,AWE8TGQC4WSAX,A1XXJ3IC1NGIX4,0.29,0.3,nan,False,21,11,10
20180824-130402_610_live,A1V2H0UF94ATWY,A2VQ3T52UMV4FM,0.1,0.25,nan,False,20,10,10
20180824-130121_505_live,A25Q1FKANAEYNH,ASA8VDVY04TF0,0.5,0.25,nan,False,21,11,10
20180824-025834_522_live,A1BECW50LAWZTZ,A2EMHN5ZXZBFTU,0.0,1.0,nan,False,20,10,10
20180824-121026_498_live,A3BXN82OU9E4RW,APPND34J4EDS3,0.0,0.0,1.25,True,20,10,10
20180824-023730_85_live,A249LDVPG27XCE,AKC7CAVN6QS52,0.0,0.0,nan,False,20,10,10
20180824-120314_637_live,A27F76XB3KS0W2,A35P2RX8HKZM96,0.15,0.2,nan,False,20,10,10
20180824-124301_523_live,A1CTJ8UT7SF317,A1O4W7F05T6HY0,0.0,0.0,nan,False,20,10,10
20180824-022557_24_live,A2VR0KBCWPY8E1,AMYURTQIMAC8T,0.0,0.0,nan,False,20,10,10
20180824-015542_821_live,A3194GNIQI74OE,A271V19C06841K,0.0,0.0,nan,False,20,10,10
20180824-122020_491_live,A16YI0KMAXA20J,ACM87U430O96Z,0.15,0.15,nan,False,21,11,10
20180824-015242_301_live,A1C7XI68SED8JE,ANMD34DNHLOLC,0.0,0.0,nan,False,21,11,10
20180824-122416_255_live,AXY0D2AMLKE2A,A2HJILSBIS7TQS,0.25,0.25,nan,False,22,11,11
20180824-024455_408_live,A1XH0TE4VS69HN,A1EJ4HA4K85PBJ,0.0,50.0,nan,False,20,10,10
20180824-122513_936_live,A1X6Z93V4G0Q8H,A36HFMF9Z4BGS8,0.2,0.01,nan,False,20,10,10
20180824-122300_862_live,APF1EAZT104LQ,A19P7S5OYZS61Z,0.0,0.0,nan,False,20,10,10
20180824-121958_772_live,A2SNKS75SI48BA,A1ANSFI5L7SUUH,0.0,0.3,nan,False,21,11,10
20180824-022709_450_live,A3R6BNORPGQ7I1,A1GH0YCDQFS07G,0.0,0.0,nan,False,20,10,10
20180824-122144_159_live,A11BACV6DY5S8M,A1WWDZ3BY31H3B,1.0,0.5,nan,False,20,10,10
20180824-124214_397_live,A3P0P0DRSOX52W,A1LVKTQYZPUKTL,30.0,10.0,nan,False,20,10,10
20180824-123946_581_live,A1B7Y6W33FM2L8,AV3LN2EMUI4LG,0.5,0.5,nan,False,20,10,10
20180824-121720_619_live,A1T6TPNU64ZH9F,A30QJ6OLAICVI7,0.15,0.15,nan,False,21,11,10
20180824-130122_363_live,A32TG2LFDHYDHK,A1D35QE18L3J5Z,0.0,0.0,nan,False,21,11,10
20180824-122741_281_live,A2YM60MOXE9UMF,A25ZLJK1VMAXXQ,0.5,0.0,nan,False,20,10,10
20180823-023349_326_live,A15SL0SEPN61TD,APZDO5ZO0EEL6,0.2,0.2,nan,False,21,11,10
20180823-020542_443_live,A9EQ4FWCUQVBL,AXY0D2AMLKE2A,0.0,0.0,nan,False,20,10,10
20180823-021454_370_live,A2AAG78CGKX2U5,A1SUVCGFCJWYLS,0.0,0.1,nan,False,20,10,10
20180823-021414_711_live,A35506802CMX5T,AQORJW4W8U9YU,0.2,0.0,nan,False,20,10,10
20180823-022522_183_live,A3DS9H1GTXNF4K,AU8ZG541OQUGH,0.3,0.0,nan,False,21,11,10
20180823-020508_596_live,A1IJ86B8ZRKXBI,AIZ4C8S4DW2WG,0.0,0.0,0.1,True,20,10,10
20180829-075322_267_live,A1XLVQKY2O3QSO,A27ARZT8R4B7IE,1.0,0.0,nan,False,21,11,10
20180829-123437_970_live,AF0PI3RISB5Q7,A11DO40YBZO42R,0.0,0.01,nan,False,20,10,10
20180829-101807_380_live,A2DBUNAZBXGH2O,A3D00DSZUSDSQS,1.0,0.0,nan,False,20,10,10
20180829-080320_760_live,A139701FEHQMJ7,A2BRZKFG6WAVER,0.0,0.1,nan,False,20,10,10
20180829-085544_678_live,A2LI0QVPKA5CG8,AAIQLE701DI9U,0.0,0.0,nan,False,21,11,10
20180829-073415_966_live,A2EP72VS7220LF,A37533SGF100SL,0.0,0.1,nan,False,20,10,10
20180829-074215_511_live,A2Q7BWWDXGQJQR,A38TZK07ON180S,0.0,0.0,nan,False,20,10,10
20180829-082832_829_live,AHA2SC33XN01H,A37WGWHNSMKUEA,0.01,2.0,nan,False,21,11,10
20180829-013801_68_live,A3ECJAL8MQKP4G,A1NJ0J3SCP668A,0.05,0.0,nan,False,20,10,10
20180829-032923_105_live,AYLYPUM9YFXXO,A12IHTKQFQIPD1,0.3,1.0,nan,False,22,11,11
20180829-061717_888_live,A7BJQT4AKDHAO,A1NGXQMOBCXDC3,0.0,0.25,nan,False,23,12,11
20180829-090546_237_live,A3RGDW3H3FYB60,AR6KODL3T3ADR,1.0,1.0,nan,False,23,12,11
