oid,sfm,lng,lat,nam,aka,noc,oei,eag,lag,aut,pby,rid,cc2,stp,prc,gsc,ggc,pm1,gpl,ps1,pln,pla,ssc,scm,ldc,lt1,la1,ff1,env,gcm,cps,tpm,tpq,pcm,cct,ccx,ccv,ccc,ccd,rgp,altv,altu,cpb,tpf,ccu,cpa,tps,tpt,lt2,cpt,tpc,tpo,tpb,tpe,lm1,ff2,lm2,smb,lf1,ccm,la2,cpc,acm,tcm,ccs,tpl,tpr,ccr,sls,slb,slu,slo,cpd,tpa,cny
col:127682,Nemegt,100.46167,43.483891,Ulaan Khushu [HMNS-GIN],"Ulan Hushu, Ulan Khushu",6,Maastrichtian,72.2,66,Ariunchimeg,1997,ref:76473,MN,Omnogov,__,outcrop,"Ulan Khushu; N: 43-29-01.6; E: 100-27-41.7; A: 1253 m.
Located 2.9 km NE of Naran Bulak spring. Fossiliferous beds are in a cliff mainly facing E and N.",gplates,628,mid,93.81,36.38,bed,,"""Lithology of the beds is alternation of sandstone and mudstone layers with fluvial origin. Total thickness of the beds is about 25 m. Paleosol are developed in those beds. Paleocurrent direction on trough cross-stratification of hard sandstone layers is W to NW (299.1 degree, standard deviation = 6.45, N = 8).""",sandstone,"desiccation cracks,""cross stratification""",Y,fluvial indet.,,macrofossils,body,,,general faunal/floral,"surface (float),surface (in situ),field collection",,HMNS-GIN,"1993, 2006",vertebrate,1253,meters,,,,,,,mudstone,,,,,,,Y,,,,HMNS-Hayashibara Museum of Natural Sciences,paleosol/pedogenic,eggs,,"JMJPE visited the locality in 1993, and collected several forms of dinosaur eggshells. Several bone fragments were also found.",,,,,,,,,,,
col:128694,Nemegt,94.150002,46.816666,Ulan Bulak [PMPE 1963],Ulaan Bulag,3,Maastrichtian,72.2,66,Khosatzky and Mlynarski,1971,ref:10450,MN,Omnogov,__,outcrop,,gplates,401,mid,87.3,38.4,bed,,,not reported,,,terrestrial indet.,,macrofossils,body,,,general faunal/floral,"selective quarrying,surface (float),surface (in situ),field collection",,Polish-Mongolian Palaeontological Expedition,1963,vertebrate,,,,,,,,,,,,,,,,,,,,ZPAL collections,,,,,,,,,,,,,,,
col:130799,Nemegt,101.281944,43.985279,Khuree Tsav [HMNS-GIN],Shireegin Gashun,3,Maastrichtian,72.2,66,Watabe and Suzuki,2000,ref:42154,MN,,__,outcrop,"N: 43-59-0712; E: 101-16-5466; A: 1032m
cliff in the W part of Shiregn Gashin Basin",gplates,628,mid,94.35,37.02,group of beds,(Nemegt Formation?),"""alternation of sandstone and mudstone layers. In the section, the sandstone layers are dominant. Paleocurrent direction on trough cross-stratification of hard sandstone layers""",sandstone,"current ripples,""cross stratification""",Y,fluvial indet.,,macrofossils,body,,,general faunal/floral,"surface (float),field collection",,HMNS-GIN,1995,vertebrate,1032,meters,none,,,none,,snapshot,mudstone,,dispersed,,,,,,,,,,,,,,,,,,,,,,,,
col:130800,Nemegt,99.900558,43.7575,Khaichin Ula I [HMNS-GIN],Haichin Ula,4,Maastrichtian,72.2,66,Suzuki and Watabe,2000,ref:42293,MN,Omnogov,__,outcrop,"N: 43-45-2706; E: 99-54-0219; A: 828m. Outcrop west of Khaichin Ula, and close to Bugin Tsav II; 13 km SW of Bugin Tsav. Also listed as 43° 46' 01""N, 99° 55' 36"" E.",gplates,628,mid,93.24,36.53,group of beds,,"""alternation of red sandstone and mudstone"" ""red-colored sandstone and mudstone with calcareous concretions.""",sandstone,red,Y,terrestrial indet.,,macrofossils,body,,,general faunal/floral,"selective quarrying,surface (in situ),field collection",,HMNS-GIN,"1998, 2006",vertebrate,828,meters,some,,,,,,mudstone,,,,,,,,,,,,"concretionary,red","partial skeletons,eggs",,,,,,,,,,,,,
col:154391,Nemegt,99.217499,43.543888,Alak Shand Khuduk,,1,Maastrichtian,72.2,66,Danilov et al.,2014,ref:50209,MN,Omnogov,__,small collection,Alak Shand Khuduk spring is situated 30 km W from Bugin Tsav. Locality is SW from spring.,gplates,628,mid,92.72,36.19,group of beds,,,not reported,,Y,terrestrial indet.,,macrofossils,body,,no details given,taxonomic,,,,,vertebrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Umunugovi Aimag
col:154392,Nemegt,100.466667,43.594444,Altan Ula I,,1,Maastrichtian,72.2,66,Danilov et al.,2014,ref:50209,MN,Omnogov,__,outcrop,Based on locality of Altan Ula IV,gplates,628,mid,93.78,36.49,bed,,,not reported,,Y,terrestrial indet.,,macrofossils,body,,,taxonomic,,,,,vertebrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:154393,Nemegt,100.466667,43.594444,Altan Ula (PIN coll. 553) [MPE],,1,Maastrichtian,72.2,66,Danilov et al.,2014,ref:50209,MN,Omnogov,__,outcrop,Based on locality of Altan Ula IV,gplates,628,mid,93.78,36.49,bed,,,not reported,,Y,terrestrial indet.,,macrofossils,body,,,taxonomic,,,MPE,1948,vertebrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:154396,Nemegt,99.599998,43.540001,Bamba Khuduk (PIN coll. 4064),,4,Maastrichtian,72.2,66,Danilov,2003,ref:39832,MN,Omnogov,__,small collection,"South Gobi Aimak (= Omnogov), southwest Mongolia",gplates,628,mid,93.05,36.26,group of beds,,,not reported,,Y,terrestrial indet.,,macrofossils,body,,,taxonomic,"surface (float),surface (in situ),survey of museum collection",,JSMPE,1976,vertebrate,,,some,frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:154399,Nemegt,109.858055,44.43861,Char Teeg,Khar Teg,1,Maastrichtian,72.2,66,Danilov et al.,2014,ref:50209,MN,Omnogov,__,outcrop,,gplates,628,mid,101.67,39.23,bed,,,not reported,,Y,fluvial-lacustrine indet.,,macrofossils,body,good,,taxonomic,surface (in situ),,PMPE,1963,vertebrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dornogovi Aimag
col:154403,Nemegt,99.0,43.0,Ingeni Khobur,,2,Maastrichtian,72.2,66,Danilov and Vitek,2013,ref:64230,MN,Bayankhongor,__,small collection,,gplates,628,mid,92.71,35.63,group of beds,,,not reported,,Y,terrestrial indet.,,macrofossils,body,,,taxonomic,survey of museum collection,,,,vertebrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:154404,Nemegt,99.0,43.0,Ingeni Khobur III,,1,Maastrichtian,72.2,66,Danilov et al.,2014,ref:50209,MN,Bayankhongor,__,small collection,,gplates,628,mid,92.71,35.63,group of beds,,,not reported,,Y,terrestrial indet.,,macrofossils,body,,,taxonomic,survey of museum collection,,,,vertebrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:154406,Nemegt,99.0,43.0,Ingeni Tsav (Nemegt Formation),,1,Maastrichtian,72.2,66,Danilov et al.,2014,ref:50209,MN,Bayankhongor,__,small collection,,gplates,628,mid,92.71,35.63,group of beds,,,not reported,,Y,terrestrial indet.,,macrofossils,body,,,taxonomic,survey of museum collection,,,,vertebrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:154409,Nemegt,99.0,43.0,Nogon Tsav II,,0,Maastrichtian,72.2,66,Danilov et al.,2014,ref:50209,MN,Bayankhongor Aimag,__,outcrop,Copied from Nogon Tsav,gplates,628,mid,92.71,35.63,bed,,,not reported,,Y,terrestrial indet.,,macrofossils,body,,,taxonomic,,,,,vertebrate,,,,,PIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:165580,Nemegt,100.366669,43.479168,Tsagan Hushu [MPE/SMGE] (PIN coll. 552),"Soviet-Mongolian Geological Expedition, Tsagan Ula, Tsagan Khushu, Tsagaan Uul",7,Maastrichtian,72.2,66,Maleev,1955,ref:34612,MN,Omnogov,__,outcrop,"Tsagan Ula (= Hushu/Ushu/Khusku), Omnogov; Transaltaian Gobi, Tsagan Hushu (= Tsagan Khusku), northern Gobi, Mongolia. Coordinates averaged from those in Gradzinksi et al., 1968.",gplates,628,mid,93.73,36.36,bed,,,"""siliciclastic""",white,,terrestrial indet.,,macrofossils,body,,,general faunal/floral,"surface (float),surface (in situ),field collection",,"MPE, SMGE","1948–1949, 1967–1969",vertebrate,,,some,frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:168111,Nemegt,107.690277,43.582222,Shar Tsav [HMNS-GIN],,6,Maastrichtian,72.2,66,Ishigaki,1997,ref:76471,MN,Omnogov,__,outcrop,"N: 43-34-55.74; E: 107-41-25.16; A: 931m
Shar Tsav, 275 km E of Dalanzadgad",gplates,628,mid,100.09,37.95,bed,,"""Lithology of the fossiliferous beds mainly consists of alternation of mudstone and fine-grained sandstone layers. Mudstone is more dominant than the latter.""",mudstone,,Y,fluvial indet.,,macrofossils,body,excellent,,general faunal/floral,"surface (in situ),field collection",,HMNS-GIN,1996,vertebrate,931,meters,,,,many,,,sandstone,,,,,,,Y,,,,,"""cross stratification"",fine",,,,,,,,,,,,,,
col:168417,Nemegt,100.233055,43.861942,"Gurilin Tsav, eastern badlands [HMNS-GIN]","Gurlin Tsav, Guriliin Tsav",12,Maastrichtian,72.2,66,Ariunchimeg,1997,ref:76473,MN,Omnogov,__,outcrop,"43-51-43 N, 100-13-59 E
Gurilin Tsav, Nemegt Basin - eastern badlands, 6 km E of the eastern area of Gurilin Tsav",gplates,628,mid,93.49,36.7,bed,,"""alternation of sandstone and mudstone layers. Thick sandstone layers are developed in the upper part of geologic section of this locality. Those layers might be partly of eolian origin. In the beds paleosol (calcareous concretions) are frequently developed. The paleocurrent direction observed in the trough-cross-stratification in sandstone layers shows south, southwest, and west""",sandstone,"current ripples,paleosol/pedogenic,concretionary",Y,fluvial indet.,"""fluvial and possibly eolian origin""","macrofossils,mesofossils","body,concretion",,,general faunal/floral,"surface (float),surface (in situ),field collection",,HMNS-GIN,2006,vertebrate,980,meters,,occasional,,,,,mudstone,,,,,,,,,,,HMNS-Hayashibara Museum of Natural Sciences,,eggs,,,,,,,,,,,,,
col:168809,Nemegt,101.050003,43.501667,"Nemegt, Western Sayr [HMNS-GIN]",,2,Maastrichtian,72.2,66,Watabe and Suzuki,2000,ref:42289,MN,Omnogov,__,small collection,N: 43-30-0581; E: 101-02-5971; A: 1521m. Western Sayr area of Nemegt,gplates,628,mid,94.32,36.51,bed,,,not reported,,,terrestrial indet.,,macrofossils,"body,mold/impression,soft parts",good,skeleton with skin impressions,taxonomic,"surface (in situ),observed (not collected)",,HMNS-GIN,1992–1993,vertebrate,1521,meters,,,,,,snapshot,,,,,,,,,,,,HMNS-Hayashibara Museum of Natural Sciences. Skeleton observed in 1992 but was destroyed by 1993.,,"partial skeletons,eggs",,,,,,,,,,,,,
col:168810,Nemegt,101.050003,43.501667,"Nemegt, Central Sayr [HMNS-GIN]",,6,Maastrichtian,72.2,66,Watabe and Suzuki,2000,ref:42289,MN,Omnogov,__,small collection,N: 43-30-0581; E: 101-02-5971; A: 1521m. Central Sayr area of Nemegt,gplates,628,mid,94.32,36.51,,,"""coarse-grained sandstone""",sandstone,coarse,Y,terrestrial indet.,,macrofossils,body,,incomplete skeleton with an almost complete skull,taxonomic,"surface (float),surface (in situ),field collection",,HMNS-GIN,"1993, 1994",vertebrate,1521,meters,,,,,,,,,,,,,,,,,,HMNS-Hayashibara Museum of Natural Sciences,,"partial skeletons,eggs",,,,,,,,,,,,,
col:168983,Nemegt,99.801392,43.482777,"Khermeen Tsav I, Gate [HMNS-GIN]","Khermin Tsav, Hermiin Tsav",6,Maastrichtian,72.2,66,Watabe and Weishampel,1994,ref:14738,MN,Omnogov,__,outcrop,"Khermeen Tsav, Nemegt Basin, Gate area at valley entrance. 43-28-58 N, 99-48-04.8 E, 896 m.",gplates,628,mid,93.24,36.25,bed,,,sandstone,,,fluvial-lacustrine indet.,,macrofossils,body,,,general faunal/floral,"surface (in situ),field collection",,HMNS-GIN,"1993–1994, 1997",vertebrate,896,meters,some,,,some,autochthonous,,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,
col:168988,Nemegt,99.82917,43.316387,"Khermeen Tsav II, Upper White Beds [HMNS-GIN]",Khermin Tsav; Khermin-Tsab; Hermiin Tsav,9,Maastrichtian,72.2,66,Watabe and Suzuki,2000,ref:42291,MN,Omnogov,__,outcrop,"10 km NE of Khermeen Tsav I, about 50 km SW of Naran Bulak; the N cliff of the northern pediment of the valley",gplates,628,mid,93.32,36.09,bed,,"""The paleocurrent direction of the Upper White Beds on trough cross-stratification is mainly SE (136 degree, standard deviation = 10, N = 5).""",sandstone,"""cross stratification"",white",Y,fluvial indet.,,macrofossils,body,excellent,,general faunal/floral,"selective quarrying,surface (in situ),field collection",some genera,HMNS-GIN,"1994, 1997, 2006",vertebrate,1200,meters,,occasional,,,autochthonous,,,,,life position,,,,,,,,,,,,,,,,,,,,,,,
col:168990,Nemegt,99.976669,43.816387,Bugin Tsav west [HMNS-GIN],,1,Maastrichtian,72.2,66,Watabe and Suzuki,2000,ref:42291,MN,Omnogov,__,outcrop,Bugin Tsav west,gplates,628,mid,93.28,36.6,bed,,,not reported,,Y,terrestrial indet.,,macrofossils,body,,,general faunal/floral,"surface (in situ),field collection",,HMNS-GIN,1994,vertebrate,862,meters,some,,,,,,,,,,,,,,,,,HMNS-Hayashibara Museum of Natural Sciences,,skeletons,,,,,,,,,,,,,
col:179625,Nemegt,99.833054,43.474724,"Khermin Tsav, Upper White Beds (PIN coll. 3142) [SMPE]","Khermeen Tsav, Soviet-Mongolian Palaeontological Expedition",13,Maastrichtian,72.2,66,Gradzinski et al.,1977,ref:59136,MN,Omnogov,__,outcrop,Khermeen Tsav (no discrimination between sites I and II,gplates,628,mid,93.27,36.25,group of beds,From the Upper White Beds (Nemegt Formation),,not reported,,,eolian indet.,,"macrofossils,mesofossils",body,,,general faunal/floral,field collection,,SMPE,1972,vertebrate,991,meters,,,,,,,,arthropod boring,,,,,,,,,,,,,,,,,,,,,,,,,
col:180299,Nemegt,100.452782,43.586666,"Altan Ula IV, site 7 [PMPE]","Polish-Mongolian Palaeontological Expedition, AU4007",1,Maastrichtian,72.2,66,Kielan-Jaworowska,1966,ref:9902,MN,Omnogov,__,small collection,"Altan Ula IV, 40 km W of Nemegt",gplates,628,mid,93.77,36.48,bed,"""upper Nemegt beds"" = Nemegt Fm.",,sandstone,,Y,terrestrial indet.,,macrofossils,body,good,,taxonomic,"selective quarrying,surface (in situ),mechanical,field collection",,Lefeld & PMPE,1965,vertebrate,,,many,occasional,,,parautochthonous,snapshot,,tooth marks,dispersed,life position,frequent,none,,,,,,,,,,,,,,,,,,,,,
col:180471,Nemegt,101.047775,43.503334,"Nemegt, Central Sayr, site 6 [PMPE]","Polish-Mongolian Palaeontological Expeditions, Nemegtosaurus type, Nem006",1,Maastrichtian,72.2,66,Kielan-Jaworowska,1966,ref:9902,MN,Omnogov,__,small collection,"Central Sayr, Nemegt locality, Nemegt basin, Omnogov (southern Mongolia)",gplates,628,mid,94.32,36.51,bed,"upper part of ""upper beds"" = Nemegt Fm","""yellowish sandstone, resting upon the 'unfossiliferous' red sandstone""; ""upper sand with silt intercalations""",sandstone,yellow,Y,terrestrial indet.,sands and gravels,macrofossils,body,good,,taxonomic,"selective quarrying,mechanical,field collection",,Kuczynski & PMPE,1965,vertebrate,1500,meters,,occasional,,,parautochthonous,time-averaged,conglomerate,,,,,,silty,,,,,,,,,,,,,,,,,,,,
col:180472,Nemegt,101.047775,43.502499,"Nemegt, Central Sayr, site 5 [PMPE]","Polish-Mongolian Palaeontological Expeditions, Nem005",1,Maastrichtian,72.2,66,Gradzinski et al.,1968,ref:9900,MN,Omnogov,__,small collection,"Central Sayr, Nemegt locality, Nemegt basin, Omnogov (southern Mongolia)",gplates,628,mid,94.32,36.51,bed,"middle part of ""upper beds"" = Nemegt Fm","""yellowish sandstone, resting upon the 'unfossiliferous' red sandstone""; ""upper sand with silt intercalations""",conglomerate,,,terrestrial indet.,sands and gravels,macrofossils,body,good,,taxonomic,"selective quarrying,mechanical,field collection",,Malecki & PMPE,1965,vertebrate,1500,meters,some,occasional,,,parautochthonous,time-averaged,sandstone,,,,,,,Y,,,,,,,,,,,,,,,,,,,
col:180473,Nemegt,101.044998,43.50528,"Nemegt, Western Sayr, site 8 [PMPE]","Polish-Mongolian Palaeontological Expeditions, Nem008",1,Maastrichtian,72.2,66,Kielan-Jaworowska,1966,ref:9902,MN,Omnogov,__,small collection,"western sayr, Nemegt locality, Nemegt basin, Omnogov (southern Mongolia)",gplates,628,mid,94.31,36.51,bed,"middle part of ""upper beds"" = Nemegt Fm; ""zone of Tarbosaurus bataar (Maleyev) and Saurolophus angustirostris Rozhdestvensky""","""yellowish sandstone, resting upon the 'unfossiliferous' red sandstone""; ""upper sand with silt intercalations""",conglomerate,,Y,terrestrial indet.,sands and gravels,macrofossils,body,good,,taxonomic,"selective quarrying,mechanical,field collection",,Z. Kielan-Jaworowska & PMPE,1965,vertebrate,1500,meters,,occasional,,,parautochthonous,time-averaged,sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180474,Nemegt,101.04583,43.503056,"Nemegt, Western Sayr, site 7 [PMPE]","Polish-Mongolian Palaeontological Expeditions, Nem007",1,Maastrichtian,72.2,66,Kielan-Jaworowska,1966,ref:9902,MN,Omnogov,__,small collection,"western sayr, Nemegt locality, Nemegt basin, Omnogov (southern Mongolia)",gplates,628,mid,94.31,36.51,bed,"middle part of ""upper beds"" = Nemegt Fm","""yellowish sandstone, resting upon the 'unfossiliferous' red sandstone""; ""upper sand with silt intercalations""",conglomerate,,Y,terrestrial indet.,sands and gravels,macrofossils,body,good,,taxonomic,"selective quarrying,mechanical,field collection",,PMPE,1965,vertebrate,1500,meters,,occasional,,,parautochthonous,time-averaged,sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180475,Nemegt,101.029846,43.519463,"Nemegt, Western Sayr, site 11 [PMPE]","Polish-Mongolian Palaeontological Expedition, Nem011",1,Maastrichtian,72.2,66,Gradzinski et al.,1968,ref:9900,MN,Omnogov,__,small collection,"NW part of Nemegt locality, 10 m from site 12 (shown as in the N part of the Western Sayr in ref 10453)",gplates,628,mid,94.3,36.53,bed,upper part of formation (= Upper Nemegt beds here),"""upper sandstone with silt intercalations""",sandstone,yellow,Y,terrestrial indet.,,macrofossils,body,good,,general faunal/floral,"selective quarrying,mechanical,field collection",,PMPE,1964–1965,vertebrate,1500,meters,some,occasional,,,autochthonous,time-averaged,,,,,,,silty,,,,,,,,,,,,,,,,,,,,
col:180476,Nemegt,101.050026,43.510399,"Nemegt, Northern Sayr, site 18 [PMPE]",Polish-Mongolian Palaeontological Expedition,1,Maastrichtian,72.2,66,Gradzinski and Jerzykiewicz,1972,ref:10453,MN,Omnogov,__,small collection,"southern part of northern sayr, Nemegt locality",gplates,628,mid,94.32,36.52,bed,"lower part of ""Upper beds"" (= Nemegt Fm.), about 5 m above Passage Series","""intraformational conglomerate""""",conglomerate,,Y,terrestrial indet.,,macrofossils,body,,,general faunal/floral,"selective quarrying,field collection",,PMPE,1970,vertebrate,1550,meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180679,Nemegt,101.045555,43.515556,"Nemegt, Northern Sayr, site 9 [PMPE]","Polish-Mongolian Palaeontological Expedition, Nem009",1,Maastrichtian,72.2,66,Gradzinski et al.,1968,ref:9900,MN,Omnogov,__,small collection,"southern part of northern sayr, Nemegt locality",gplates,628,mid,94.31,36.52,bed,"lower part of ""Upper beds"" (= Nemegt Fm.), about 10 m above Passage Series","""sands with silt intercalations""",sandstone,,Y,terrestrial indet.,,macrofossils,body,,,general faunal/floral,"selective quarrying,surface (in situ),field collection",,PMPE,1964–1965,vertebrate,1550,meters,some,,,,,,,,,,,,silty,,,,,,,,,,,,,,,,,,,,
col:180680,Nemegt,101.045555,43.516388,"Nemegt, Northern Sayr, site 10 [PMPE]","Polish-Mongolian Palaeontological Expedition, Nem010",1,Maastrichtian,72.2,66,Gradzinski et al.,1968,ref:9900,MN,Omnogov,__,small collection,"southern part of northern sayr, Nemegt locality",gplates,628,mid,94.31,36.53,bed,"lower part of ""Upper beds"" (= Nemegt Fm.), about 10 m above Passage Series","""sands with silt intercalations""",sandstone,,Y,terrestrial indet.,,macrofossils,body,,,general faunal/floral,"selective quarrying,surface (in situ),field collection",,PMPE,1964–1965,vertebrate,1550,meters,some,frequent,,,parautochthonous,snapshot,,,,,,,silty,,,,,,,,,,,,,,,,,,,,
col:180681,Nemegt,101.052498,43.504723,"Nemegt, Central Sayr, site 2 [PMPE]","Polish-Mongolian Palaeontological Expeditions, Nem002, Tarb68",1,Maastrichtian,72.2,66,Gradzinski et al.,1968,ref:9900,MN,Omnogov,__,small collection,"W of Great Pyramid, Nemegt (= Nemegetu) locality, Nemegt Basin, Omnogov (southern Mongolia)",gplates,628,mid,94.32,36.52,group of beds,"lower part of Nemegt Formation (= Upper Nemegt beds here), just above the Passage Series and at top of them as well","""light sandstone with gravel""",sandstone,white,Y,terrestrial indet.,,"macrofossils,mesofossils,microfossils",body,good,,general faunal/floral,"selective quarrying,mechanical,field collection",,Maryanska & PMPE,1964–1965,vertebrate,1500,meters,,occasional,,some,parautochthonous,snapshot,mudstone,,,,,,conglomeratic,Y,,,,,,,,,,,,,,,,,,,
col:180682,Nemegt,101.053612,43.502499,"Nemegt, Central Sayr, site 3 [PMPE]","Polish-Mongolian Palaeontological Expeditions, Nem003",1,Maastrichtian,72.2,66,Gradzinski et al.,1968,ref:9900,MN,Omnogov,__,small collection,"W of Great Pyramid, Nemegt (= Nemegetu) locality, Nemegt Basin, Omnogov (southern Mongolia)",gplates,628,mid,94.32,36.51,group of beds,"lower part of Nemegt Formation (= Upper Nemegt beds here), just above the Passage Series and at top of them as well","""light sandstone with gravel""",sandstone,white,Y,terrestrial indet.,,"macrofossils,mesofossils,microfossils",body,poor,,general faunal/floral,"selective quarrying,mechanical,field collection",,R. Barsbold & PMPE,15-22 Jul 1965; 2011,vertebrate,1500,meters,,occasional,,some,parautochthonous,snapshot,mudstone,,,,,,conglomeratic,Y,,,,,,,,,,,,,,,,,,,
col:180683,Nemegt,101.051109,43.499443,"Nemegt, Central Sayr, site 4 [PMPE]","Polish-Mongolian Palaeontological Expeditions, Nem004",1,Maastrichtian,72.2,66,Gradzinski et al.,1968,ref:9900,MN,Omnogov,__,small collection,"Central Sayr, Nemegt locality, Nemegt basin, Omnogov (southern Mongolia)",gplates,628,mid,94.32,36.51,bed,"middle part of ""upper beds"" = Nemegt Fm","""upper sand with silt intercalations""",sandstone,,Y,terrestrial indet.,,macrofossils,body,,,taxonomic,"selective quarrying,mechanical,field collection",,PMPE,1964–1965,vertebrate,1500,meters,,occasional,,some,parautochthonous,time-averaged,sandstone,,,,,,silty,,,,,,,,,,,,,,,,,,,,
col:180684,Nemegt,101.029724,43.52639,"Nemegt, Western Sayr, site 31 [PMPE]","Polish-Mongolian Palaeontological Expedition, Nem031",1,Maastrichtian,72.2,66,Gradzinski and Jerzykiewicz,1972,ref:10453,MN,Omnogov,__,small collection,in N part of Western Sayr,gplates,628,mid,94.29,36.53,bed,upper part of formation (= Upper Nemegt beds),"""upper sandstone with silt intercalations""",sandstone,,Y,terrestrial indet.,,macrofossils,body,,,general faunal/floral,"selective quarrying,mechanical,field collection",,PMPE,1970,vertebrate,1500,meters,some,occasional,,,parautochthonous,snapshot,,,,,,,silty,,,,,,,,,,,,,,,,,,,,
col:180685,Nemegt,101.053085,43.504452,"Nemegt, Central Sayr, site 32 [PMPE]",Polish-Mongolian Palaeontological Expeditions,3,Maastrichtian,72.2,66,Gradzinski and Jerzykiewicz,1972,ref:10453,MN,Omnogov,__,outcrop,"W of Great Pyramid, Nemegt (= Nemegetu) locality, Nemegt Basin, Omnogov (southern Mongolia)",gplates,628,mid,94.32,36.52,bed,"lower part of Nemegt Formation (= Upper Nemegt beds here), just above the Passage Series and at top of them as well","""claystone (mudstone)""",mudstone,,Y,terrestrial indet.,,"macrofossils,mesofossils,microfossils",body,poor,,general faunal/floral,"selective quarrying,mechanical,field collection",,PMPE,1970,vertebrate,1500,meters,,occasional,,many,parautochthonous,snapshot,,,,life position,,,,,,,,,,,,,,,,,,,,,,,
col:180698,Nemegt,101.04361,43.528057,"Nemegt, Northern Sayr, site 13 [PMPE]","Polish-Mongolian Palaeontological Expeditions, Nem013",1,Maastrichtian,72.2,66,Gradzinski and Jerzykiewicz,1972,ref:10453,MN,Omnogov,__,small collection,"Northern Sayr, Nemegt locality, Nemegt basin, Omnogov (southern Mongolia)",gplates,628,mid,94.3,36.54,bed,"upper part of ""upper beds"" = Nemegt Fm","""gravels""",conglomerate,,Y,terrestrial indet.,,macrofossils,body,good,,taxonomic,"mechanical,field collection",,PMPE,1970,vertebrate,1500,meters,some,frequent,,some,parautochthonous,snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180699,Nemegt,101.041389,43.529167,"Nemegt, Northern Sayr, site 24 [PMPE]","Polish-Mongolian Palaeontological Expeditions, Nem024",1,Maastrichtian,72.2,66,Gradzinski and Jerzykiewicz,1972,ref:10453,MN,Omnogov,__,small collection,"Northern Sayr, Nemegt locality, Nemegt basin, Omnogov (southern Mongolia)",gplates,628,mid,94.3,36.54,bed,"upper part of ""upper beds"" = Nemegt Fm",,sandstone,,Y,terrestrial indet.,,macrofossils,body,good,,taxonomic,"selective quarrying,surface (in situ),mechanical,field collection",,PMPE,1970,vertebrate,1500,meters,many,occasional,,some,parautochthonous,snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180700,Nemegt,101.032219,43.528057,"Nemegt, Western Sayr, site 29 [PMPE]","Polish-Mongolian Palaeontological Expeditions, Nem029",1,Maastrichtian,72.2,66,Gradzinski and Jerzykiewicz,1972,ref:10453,MN,Omnogov,__,small collection,"Western Sayr, Nemegt locality, Nemegt basin, Omnogov (southern Mongolia)",gplates,628,mid,94.29,36.53,bed,"upper part of ""upper beds"" = Nemegt Fm",,sandstone,,Y,terrestrial indet.,,macrofossils,body,good,,taxonomic,"selective quarrying,surface (in situ),mechanical,field collection",,PMPE,1970,vertebrate,1500,meters,many,occasional,,,parautochthonous,snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180701,Nemegt,101.04583,43.513058,"Nemegt, Northern Sayr, site 21 [PMPE]","Polish-Mongolian Palaeontological Expedition, Nem021",1,Maastrichtian,72.2,66,Gradzinski and Jerzykiewicz,1972,ref:10453,MN,Omnogov,__,small collection,"southern part of Northern Sayr, Nemegt locality",gplates,628,mid,94.31,36.52,bed,"lower part of ""Upper beds"" (= Nemegt Fm.), about 5 m above Passage Series",sandstone,sandstone,,Y,terrestrial indet.,,macrofossils,body,,,general faunal/floral,"selective quarrying,mechanical,field collection",,PMPE,1970,vertebrate,1550,meters,some,occasional,,,parautochthonous,snapshot,,,,,,,,,,,,,,,,,,,,,,,,,,,
col:180702,Nemegt,101.04583,43.525276,"Nemegt, Northern Sayr, site 28 [PMPE]",Polish-Mongolian Palaeontological Expedition,1,Maastrichtian,72.2,66,Gradzinski and Jerzykiewicz,1972,ref:10453,MN,Omnogov,__,small collection,"Northern Sayr, Nemegt locality",gplates,628,mid,94.31,36.53,bed,"lower part of ""Upper beds"" (= Nemegt Fm.), about 5 m above Passage Series","""sands with silt intercalations""",sandstone,,Y,terrestrial indet.,,macrofossils,body,,,general faunal/floral,"selective quarrying,surface (in situ),mechanical,field collection",,PMPE,1970,vertebrate,1550,meters,many,occasional,,some,parautochthonous,snapshot,,,,,,,silty,,,,,,,,,,,,,,,,,,,,
