title,year,doi,url,venue,authors,work_type,query_ids,source_apis
Incremental Maintenance of ABAC Policies,2021,10.1145/3422337.3447825,https://doi.org/10.1145/3422337.3447825,Proceedings of the Eleventh ACM Conference on Data and Application Security and Privacy,Gunjan Batra; Vijayalakshmi Atluri; Jaideep Vaidya; Shamik Sural,proceedings-article,Q12,Crossref
"Innovation, Digital Solutions and MaaS Concept in Touristic Insular and Rural Destinations: The Case of the Shared Mobility Agency in Elba",2021,10.1007/978-3-030-73715-3_3,https://doi.org/10.1007/978-3-030-73715-3_3,,Saverio Gini; Giorgio Ambrosino,book-chapter,Q04,OpenAlex
"Insider Threat Prevention, Detection, and Mitigation",2021,10.1093/med-psych/9780190940164.003.0037,https://doi.org/10.1093/med-psych/9780190940164.003.0037,International Handbook of Threat Assessment,Michael G. Gelles,book-chapter,Q16,Crossref
Insights into Organizational Security Readiness: Lessons Learned from Cyber-Attack Case Studies,2021,10.3390/jcp1040032,https://doi.org/10.3390/jcp1040032,Journal of Cybersecurity and Privacy,Faisal Quader; Vandana P. Janeja,journal-article,Q02,Crossref
Institutional Logics at Play in a Mobility-as-a-Service Ecosystem,2021,10.3390/su13158285,https://doi.org/10.3390/su13158285,Sustainability,Hugo Guyader; Brenda Nansubuga; Karin Skill,article,Q04,OpenAlex
Integrating Electric Vehicles to Achieve Sustainable Energy as a Service Business Model in Smart Cities,2021,10.3389/frsc.2021.685716,https://doi.org/10.3389/frsc.2021.685716,Frontiers in Sustainable Cities,Bokolo Anthony Jnr.,article,Q10,OpenAlex
Intelligent Battery Testing Solution,2021,10.12968/s1467-5560(22)60299-9,https://doi.org/10.12968/s1467-5560(22)60299-9,Electric and Hybrid Vehicle Technology International,,journal-article,Q09,Crossref
Interorganizational Information Sharing: Collaboration during Cybersecurity Threats,2021,10.37808/paq.45.1.5,https://doi.org/10.37808/paq.45.1.5,Public Administration Quarterly,Stephanie T. Solansky; Tammy Beck,journal-article,Q06,Crossref
Introduction to Cybersecurity,2021,10.1002/9781119660156.ch10,https://doi.org/10.1002/9781119660156.ch10,"Privacy, Regulations, and Cybersecurity",,other,Q02,Crossref
Investigating heterogeneity in preferences for Mobility-as-a-Service plans through a latent class choice model,2021,10.1016/j.tbs.2020.12.002,https://doi.org/10.1016/j.tbs.2020.12.002,Travel Behaviour and Society,Melinda Matyas; Maria Kamargianni,article,Q04,OpenAlex
Investigating Privacy and Security of Cloud-Connected Autonomous Vehicles,2021,10.24382/1055,http://hdl.handle.net/10026.1/17280,PEARL (University of Plymouth),Sahand B. Murad,dissertation,Q02;Q06,OpenAlex
"IoT and Cloud Computing Issues, Challenges and Opportunities: A Review",2021,10.48161/qaj.v1n2a36,https://doi.org/10.48161/qaj.v1n2a36,Qubahan Academic Journal,Mohammed Mohammed Sadeeq; Nasiba M. Abdulkareem; Subhi R. M. Zeebaree; Dindar Mikaeel Ahmed; Ahmed Saifullah Sami; Rizgar R. Zebari,review,Q11,OpenAlex
Journal of Cybersecurity and Privacy: A New Open Access Journal,2021,10.3390/jcp1010010,https://doi.org/10.3390/jcp1010010,Journal of Cybersecurity and Privacy,Danda B. Rawat,journal-article,Q02,Crossref
Key Data Privacy Regulations,2021,10.4135/9781071859469,https://doi.org/10.4135/9781071859469,Data Privacy and Governance,Tobi West,other,Q08,Crossref
Location Security under Reference Signals’ Spoofing Attacks: Threat Model and Bounds,2021,10.1145/3465481.3470098,https://doi.org/10.1145/3465481.3470098,"Proceedings of the 16th International Conference on Availability, Reliability and Security",Stefania Bartoletti; Giuseppe Bianchi; Danilo Orlando; Ivan Palamà; Nicola Blefari-Melazzi,proceedings-article,Q16,Crossref
Machine Learning for Physical Layer in 5G and beyond Wireless Networks: A Survey,2021,10.3390/electronics11010121,https://doi.org/10.3390/electronics11010121,Electronics,Jawad Tanveer; Amir Haider; Rashid Ali; Ajung Kim,article,Q09,OpenAlex
Medical Equipment Used for Forensic Data Extraction: A low-cost solution for forensic laboratories not provided with expensive diagnostic or advanced repair equipment,2021,10.1016/j.fsidi.2020.301092,https://doi.org/10.1016/j.fsidi.2020.301092,Forensic Science International: Digital Investigation,Th Heckmann; Th Souvignet; D. Sauveron; D. Naccache,journal-article,Q05,Crossref
Methodical Aspects of MCDM Based E-Commerce Recommender System,2021,10.3390/jtaer16060122,https://doi.org/10.3390/jtaer16060122,Journal of theoretical and applied electronic commerce research,Aleksandra Bączkiewicz; Bartłomiej Kizielewicz; Andrii Shekhovtsov; Jarosław Wątróbski; Wojciech Sałabun,article,Q10,OpenAlex
Mobile app privacy in software engineering research: A systematic mapping study,2021,10.1016/j.infsof.2020.106466,https://doi.org/10.1016/j.infsof.2020.106466,Information and Software Technology,Fahimeh Ebrahimi; Miroslav Tushev; Anas Mahmoud,journal-article,Q04,Crossref
Novel energy management policy based on Fuel cell/ battery power sources for scooter electric supply,2021,10.1109/icees51510.2021.9383690,https://doi.org/10.1109/icees51510.2021.9383690,2021 7th International Conference on Electrical Energy Systems (ICEES),SAIED Boumediene; NASRI Abdelfatah; TEDJINI Hamza; CHERGUI Hicham,proceedings-article,Q03,Crossref
NTFS Data Tracker: Tracking file data history based on $LogFile,2021,10.1016/j.fsidi.2021.301309,https://doi.org/10.1016/j.fsidi.2021.301309,Forensic Science International: Digital Investigation,Junghoon Oh; Sangjin Lee; Hyunuk Hwang,journal-article,Q05,Crossref
On the Historical Development and Future Prospects of Various Types of Electric Mobility,2021,10.3390/en14041070,https://doi.org/10.3390/en14041070,Energies,Amela Ajanović; Reinhard Haas; Manfred Schrödl,article,Q10,OpenAlex
On the Importance of the Americans with Disabilities Act at 30,2021,10.1177/10442073211036900,https://doi.org/10.1177/10442073211036900,Journal of Disability Policy Studies,Peter Blanck,article,Q04,OpenAlex
Ontology for Cross-Site-Scripting (XSS) Attack in Cybersecurity,2021,10.3390/jcp1020018,https://doi.org/10.3390/jcp1020018,Journal of Cybersecurity and Privacy,Jean Rosemond Dora; Karol Nemoga,journal-article,Q02,Crossref
Optimally locating electric scooter battery swapping stations and battery deployment,2021,10.1080/0305215x.2020.1751148,https://doi.org/10.1080/0305215x.2020.1751148,Engineering Optimization,Shangyao Yan; Chih-Kang Lin; Zong-Qi Kuo,journal-article,Q03,Crossref
Overview of Structural Batteries for Application in Electric Vehicles,2021,10.47953/sae-pp-00145,https://doi.org/10.47953/sae-pp-00145,,Girolamo Oddo,posted-content,Q15,Crossref
"PAsCAL D8.1 Common issues, approaches and lessons learned across all modes for Industry and Public Authorities",2021,10.5281/zenodo.7542398,https://zenodo.org/record/7542398,Zenodo (CERN European Organization for Nuclear Research),Patrick van Egmond; Joanne Wirtz,report,Q01;Q03,OpenAlex
Patterns and predictors of dockless bikeshare trip generation and duration in Boston’s suburbs,2021,10.1016/j.cstp.2021.03.012,https://doi.org/10.1016/j.cstp.2021.03.012,Case Studies on Transport Policy,Steven R. Gehrke; Bita Sadeghinasr; Qi Wang; Timothy G. Reardon,journal-article,Q08,Crossref
Policy options to steer mobility as a service: International Case Studies,2021,,https://resolver.tno.nl/uuid:481ec32b-604c-407c-98a4-741a0e3e64f2,TNO Repository,D.M. Vonk Noordegraaf; G.M. Bouma; Larco N.; K.L. Munzel; M.J.M. Heezen,report,Q07,OpenAlex
Position Papers for the ASCR Workshop on Cybersecurity and Privacy for Scientific Computing Ecosystems,2021,10.2172/1843573,https://doi.org/10.2172/1843573,,Stacy Prowell; David O. Manz; Candace Culhane; Sheikh Ghafoor; Martine Kalke; Kate Keahey; Celeste Matarazzo; Chris Oehmen; Sean Peisert; Ali Pınar,report,Q09,OpenAlex
Privacy,2021,10.1002/9781119660156.part1,https://doi.org/10.1002/9781119660156.part1,"Privacy, Regulations, and Cybersecurity",,other,Q02,Crossref
Privacy and Cybersecurity,2021,10.1002/9781119660156.part3,https://doi.org/10.1002/9781119660156.part3,"Privacy, Regulations, and Cybersecurity",,other,Q02,Crossref
Privacy Concerns and Mobile App Store,2021,10.1142/s021987702150019x,https://doi.org/10.1142/s021987702150019x,International Journal of Innovation and Technology Management,Brenda Mak; Leigh Jin,journal-article,Q04,Crossref
Privacy-Aware Resource Sharing in Cross-Device Federated Model Training for Collaborative Predictive Maintenance,2021,10.1109/access.2021.3108839,https://doi.org/10.1109/access.2021.3108839,IEEE Access,Sourabh Bharti; Alan Mcgibney,journal-article,Q12,Crossref
Privacy‐Centric Cybersecurity Program Overview,2021,10.1002/9781119660156.ch12,https://doi.org/10.1002/9781119660156.ch12,"Privacy, Regulations, and Cybersecurity",,other,Q02,Crossref
Probabilistic Voltage Sensitivity Analysis to Quantify Impact of High PV Penetration on Unbalanced Distribution System,2021,10.1109/tpwrs.2021.3053461,https://doi.org/10.1109/tpwrs.2021.3053461,IEEE Transactions on Power Systems,Sai Munikoti; Balasubramaniam Natarajan; Kumarsinh Jhala; Kexing Lai,article,Q11,OpenAlex
Proceedings of the 27th International Conference on Distributed Multimedia Systems,2021,10.18293/dmsviva2021,http://doi.org/10.18293/dmsviva2021,Proceedings,,paratext,Q07,OpenAlex
Prognostics and Health Management (PHM): Where are we and where do we (need to) go in theory and practice,2021,10.1016/j.ress.2021.108119,https://doi.org/10.1016/j.ress.2021.108119,Reliability Engineering & System Safety,Enrico Zio,article,Q11,OpenAlex
Quasi-Identifier,2021,10.1007/978-3-642-27739-9_763-2,https://doi.org/10.1007/978-3-642-27739-9_763-2,"Encyclopedia of Cryptography, Security and Privacy",Sabrina De Capitani di Vimercati; Sara Foresti,book-chapter,Q07,Crossref
Quasi‐Identifier Recognition Algorithm for Privacy Preservation of Cloud Data Based on Risk Reidentification,2021,10.1155/2021/7154705,https://doi.org/10.1155/2021/7154705,Wireless Communications and Mobile Computing,Huda O. Mansour; Maheyzah M. Siraj; Fuad A. Ghaleb; Faisal Saeed; Eman H. Alkhammash; Mohd A. Maarof,journal-article,Q08,Crossref
"Review for ""Bi‐level scheduling of large‐scale electric vehicles based on the generation side and the distribution side""",2021,10.1002/2050-7038.13259/v2/review2,https://doi.org/10.1002/2050-7038.13259/v2/review2,,,peer-review,Q15,Crossref
"Review for ""Bi‐level scheduling of large‐scale electric vehicles based on the generation side and the distribution side""",2021,10.1002/2050-7038.13259/v1/review2,https://doi.org/10.1002/2050-7038.13259/v1/review2,,,peer-review,Q15,Crossref
"Review for ""Bi‐level scheduling of large‐scale electric vehicles based on the generation side and the distribution side""",2021,10.1002/2050-7038.13259/v2/review1,https://doi.org/10.1002/2050-7038.13259/v2/review1,,,peer-review,Q15,Crossref
"Review for ""Bi‐level scheduling of large‐scale electric vehicles based on the generation side and the distribution side""",2021,10.1002/2050-7038.13259/v1/review1,https://doi.org/10.1002/2050-7038.13259/v1/review1,,,peer-review,Q15,Crossref
"Review for ""Smart home power management system for electric vehicle battery charger and electrical appliance control""",2021,10.1002/2050-7038.12812/v2/review2,https://doi.org/10.1002/2050-7038.12812/v2/review2,,,peer-review,Q03,Crossref
"Review of new forms of mobility, freight distribution and their business models; gaps identification in KPIs and SUMPs",2021,10.5281/zenodo.5744464,https://zenodo.org/record/5744464,Zenodo (CERN European Organization for Nuclear Research),Angelo Martino; Francesca Fermi; Stefano Borgato; Simone Bosetti; Ioanna Pagoni; Ioannis Tsouros; Amalia Polydoropoulou,report,Q07,OpenAlex
Roadmap to Early Implementation of Passenger Air Mobility: Findings from a Delphi Study,2021,10.3390/su131910612,https://doi.org/10.3390/su131910612,Sustainability,Kshitija Desai; Christelle Al Haddad; Constantinos Antoniou,article,Q06,OpenAlex
Search Over Secret-Shared Datasets,2021,10.1007/978-3-642-27739-9_1763-1,https://doi.org/10.1007/978-3-642-27739-9_1763-1,"Encyclopedia of Cryptography, Security and Privacy",Sharad Mehrotra; Shantanu Sharma,book-chapter,Q01,Crossref
Security for Shared Electric and Automated Mobility Services in Smart Cities,2021,10.1109/msec.2020.3013759,https://doi.org/10.1109/msec.2020.3013759,IEEE Security &amp; Privacy,Binod Vaidya; Hussein T. Mouftah,journal-article,Q01;Q13,Crossref
Selective Imaging of File System Data on Live Systems,2021,10.1016/j.fsidi.2021.301115,https://doi.org/10.1016/j.fsidi.2021.301115,Forensic Science International: Digital Investigation,Fabian Faust; Aurélien Thierry; Tilo Müller; Felix Freiling,journal-article,Q05,Crossref
Self-directed training of person reidentification with synthetic data,2021,10.1117/12.2594745,https://doi.org/10.1117/12.2594745,Applications of Machine Learning 2021,Aaron Dant; Steve Kacenjar; Ron Neely,proceedings-article,Q08,Crossref
Session details: Session 6 Hardware and Device Security/Privacy,2021,10.1145/3460470,https://doi.org/10.1145/3460470,Proceedings of the Eleventh ACM Conference on Data and Application Security and Privacy,Ziming Zhao,proceedings-article,Q12,Crossref
Shared Autonomous Vehicle System Design for Battery Electric Vehicle (BEV) and Fuel Cell Electric Vehicle (FCEV),2021,10.1115/detc2021-67734,https://doi.org/10.1115/detc2021-67734,Volume 3B: 47th Design Automation Conference (DAC),Ungki Lee; Sunghyun Jeon; Ikjin Lee,proceedings-article,Q09,Crossref
Shared micro-mobility: The rise of and the future of E-scooters,2021,10.1016/b978-0-12-822900-2.00008-1,https://doi.org/10.1016/b978-0-12-822900-2.00008-1,Shared Mobility,Junfeng Jiao,book-chapter,Q13,Crossref
Shared micromobility: policy and practices in the United States,2021,10.4337/9781789909562.00020,https://doi.org/10.4337/9781789909562.00020,A Modern Guide to the Urban Sharing Economy,Susan Shaheen; Adam Cohen,book-chapter,Q01,Crossref
Sharing is Caring: Optimized Threat Visualization for a Cybersecurity Data Sharing Platform,2021,10.1109/nca53618.2021.9685081,https://doi.org/10.1109/nca53618.2021.9685081,2021 IEEE 20th International Symposium on Network Computing and Applications (NCA),Adam Cassell; Tapadhir Das; Zachary Black; Farhan Sadique; James Schnebly; Sergiu Dascalu; Shamik Sengupta; Jeff Springer,proceedings-article,Q06,Crossref
SMART CORRIDOR SIMULATION FOR PEDESTRIAN SAFETY: : INSIGHTS FROM VISSIM-BASED URBAN TRAFFIC MODELS,2021,10.63125/b1bk0w03,https://doi.org/10.63125/b1bk0w03,,"Masters in Construction Engineering and Management, NUST, Pakistan; Mubashir Islam",article,Q05,OpenAlex
Smart Mobility Adoption: A Review of the Literature,2021,10.3390/joitmc7020146,https://doi.org/10.3390/joitmc7020146,Journal of Open Innovation Technology Market and Complexity,Can Bıyık; Ahmad Abareshi; Alexander Paz; Rosa María Arce Ruiz; Rosaria Battarra; C. D. F. Rogers; Carmen Lizárraga,review,Q09,OpenAlex
Smart-Mobility Services for Climate Mitigation in Urban Areas: Case Studies of Baltic Countries and Germany,2021,10.3390/su13084127,https://doi.org/10.3390/su13084127,Sustainability,Gabriele Cepeliauskaite; Benno Keppner; Zivile Simkute; Žaneta Stasiškienė; Leon Leuser; Ieva Kalniņa; Nika Kotoviča; Jānis Andiņš; Marek Muiste,article,Q04,OpenAlex
Sources and Applications of Emerging Active Travel Data: A Review of the Literature,2021,10.3390/su13137006,https://doi.org/10.3390/su13137006,Sustainability,Mohammad Anwar Alattar; Caitlin Cottrill; Mark Beecroft,review,Q04;Q10,OpenAlex
SPETS: Secure and Privacy-Preserving Energy Trading System in Microgrid,2021,10.3390/s21238121,https://doi.org/10.3390/s21238121,Sensors,Ahmed Samy; Haining Yu; Hongli Zhang; Guangyao Zhang,article,Q09,OpenAlex
State-of-the-art on Mobility Data sharing standards V2,2021,10.5281/zenodo.6822216,https://zenodo.org/record/6822216,Zenodo (CERN European Organization for Nuclear Research),CHEVALLIER Thierry; WONG Chris; VAN DE HOEF Sebastian; RENSO Chiara; LAUER Johannes; LATRUBESSE Frédéric; DE-RYCK Didier; DAZZI Patrizio; BLANCO-JUSTICIA Alberto; ANDRZEJEWSKI Eva,report,Q07,OpenAlex
Sustainable Mobility for Island Destinations,2021,10.1007/978-3-030-73715-3,https://doi.org/10.1007/978-3-030-73715-3,,"Tsoutsos, Theocharis",book,Q04,OpenAlex
Systematic privacy impact assessment scheme for smart connected toys data privacy compliance,2021,10.1504/ijbdi.2021.118755,https://doi.org/10.1504/ijbdi.2021.118755,International Journal of Big Data Intelligence,Benjamin Yankson; Farkhund Iqbal; Patrick C.K. Hung,journal-article,Q12,Crossref
Systematic Privacy Impact Assessment Scheme(SPIAS) for Smart Connected Toys Data Privacy Compliance,2021,10.1504/ijbdi.2021.10040364,https://doi.org/10.1504/ijbdi.2021.10040364,International Journal of Big Data Intelligence,Benjamin Yankson; Patrick Hung; Farkhund Iqbal,journal-article,Q12,Crossref
"Test Your Knowledge of U.S. Data Privacy
									Regulations",2021,10.4135/9781071859476,https://doi.org/10.4135/9781071859476,Data Privacy and Governance,Tobi West,other,Q08,Crossref
The (digital) medium of mobility is the message: Examining the influence of e-scooter mobile app perceptions on e-scooter use intent,2021,10.1016/j.chbr.2021.100076,https://doi.org/10.1016/j.chbr.2021.100076,Computers in Human Behavior Reports,Rabindra Ratan; Kelsey Earle; Sonny Rosenthal; Vivian Hsueh Hua Chen; Andrew Gambino; Gerard Goggin; Hallam Stevens; Benjamin Li; Kwan Min Lee,journal-article,Q04,Crossref
The Bodies of TEI – Investigating Norms and Assumptions in the Design of Embodied Interaction,2021,10.1145/3430524.3440651,https://doi.org/10.1145/3430524.3440651,,Katta Spiel,article,Q10,OpenAlex
The Governance Conundrum of Powered Micromobility Devices: An In-Depth Case Study from Singapore,2021,10.3390/su13116202,https://dx.doi.org/10.3390/su13116202,MDPI (MDPI AG),Devyani Pande,article,Q04,OpenAlex
The Rise of Prepping in New York City: Community Resilience and COVID-19,2021,10.52770/eewk9614,https://doi.org/10.52770/eewk9614,SAM Advanced Management Journal,Anna Maria Bounds,article,Q06,OpenAlex
The Role of Digital Technologies in Operationalizing the Circular Economy Transition: A Systematic Literature Review,2021,10.3390/app11083328,https://doi.org/10.3390/app11083328,Applied Sciences,Enrico Cagno; Alessandra Neri; Marta Negri; Carlo Andrea Bassani; Tommaso Lampertico,article,Q10,OpenAlex
Three Lines of Defense for Wildfire Risk Management in Electric Power Grids: A Review,2021,10.1109/access.2021.3074477,https://doi.org/10.1109/access.2021.3074477,IEEE Access,Ali Arab; Amin Khodaei; Rozhin Eskandarpour; Matthew P. Thompson; Yu Wei,review,Q11,OpenAlex
Timestamp prefix carving for filesystem metadata extraction,2021,10.1016/j.fsidi.2021.301266,https://doi.org/10.1016/j.fsidi.2021.301266,Forensic Science International: Digital Investigation,Kyle Porter; Rune Nordvik; Fergus Toolan; Stefan Axelsson,journal-article,Q05,Crossref
"Towards a Digital Ecosystem for a Smart City District: Procedure, Results, and Lessons Learned",2021,10.3390/smartcities4020035,https://doi.org/10.3390/smartcities4020035,Smart Cities,Frank Elberzhager; Patrick Mennig; Svenja Polst; Simon André Scherr; Phil Stüpfert,article,Q04,OpenAlex
Transport Systems and Mobility for Smart Cities,2021,10.3390/asi4030061,https://doi.org/10.3390/asi4030061,Applied System Innovation,Páulo Ribeiro; Gabriel Dias; Paulo Pereira,article,Q06,OpenAlex
Unconventional Attack against Voting Machines Enlarging the Scope of Cybersecurity Risk Analysis,2021,10.5220/0010417607630770,https://doi.org/10.5220/0010417607630770,Proceedings of the 7th International Conference on Information Systems Security and Privacy,Eric Filiol,proceedings-article,Q02,Crossref
Understanding Mobility and Transport Modal Disparities Using Emerging Data Sources: Modelling Potentials and Limitations,2021,10.13140/rg.2.2.16912.94725,https://research.chalmers.se/en/publication/523982,Chalmers Research (Chalmers University of Technology),Yuan Liao,article,Q07,OpenAlex
Understanding Privacy,2021,10.1002/9781119660156.ch1,https://doi.org/10.1002/9781119660156.ch1,"Privacy, Regulations, and Cybersecurity",,other,Q02,Crossref
"Urban Analytics: History, Trajectory, and Critique",2021,10.31235/osf.io/bwhx2,https://doi.org/10.31235/osf.io/bwhx2,,Geoff Boeing; Michael Batty; Shan Jiang; Lisa Schweitzer,preprint,Q04;Q07,OpenAlex
"Urban Analytics: History, Trajectory, and Critique",2021,10.48550/arxiv.2105.07020,http://arxiv.org/abs/2105.07020,arXiv (Cornell University),Geoff Boeing; Michael Batty; Shan Jiang; Lisa Schweitzer,preprint,Q07,OpenAlex
USE OF DEVSECOPS APPROACH FOR INFORMATION SECURITY THREATS ANALYSIS,2021,10.28925/2663-4023.2021.14.2635,https://doi.org/10.28925/2663-4023.2021.14.2635,"Cybersecurity: Education, Science, Technique",Vitalii Susukailo,journal-article,Q06,Crossref
User Tracking and Reidentification,2021,10.1007/978-3-642-27739-9_1536-1,https://doi.org/10.1007/978-3-642-27739-9_1536-1,"Encyclopedia of Cryptography, Security and Privacy",Christoph Sommer,book-chapter,Q08,Crossref
Using Remote Sensing and an Unmanned Aerial System for Weed Management in Agricultural Crops: A Review,2021,10.3390/agronomy11091809,https://doi.org/10.3390/agronomy11091809,Agronomy,Muhammad Huzaifah Mohd Roslim; Abdul Shukor Juraimi; Nik Norasma Che’Ya; Nursyazyla Sulaiman; Muhammad Noor Hazwan Abd Manaf; Zaid Ramli; Mst. Motmainna,review,Q11,OpenAlex
Verticals in 5G MEC-Use Cases and Security Challenges,2021,10.1109/access.2021.3088374,https://doi.org/10.1109/access.2021.3088374,IEEE Access,Tomasz W. Nowak; Mariusz Sepczuk; Zbigniew Kotulski; Wojciech Niewolski; Rafał Artych; Krzysztof Bocianiak; Tomasz Ośko; Jean-Philippe Wary,article,Q02;Q06,OpenAlex
"‘Let Me See what I Could Do’: Students' Epistemic Affect when Solving Open-ended, Real-world Problems",2021,10.1109/fie49875.2021.9637434,https://doi.org/10.1109/fie49875.2021.9637434,2021 IEEE Frontiers in Education Conference (FIE),Jessica Swenson; Emma Treadway; Krista Beranger; Aaron Johnson,proceedings-article,Q13,Crossref
2019 Global City Teams Challenge:,2020,10.6028/nist.sp.1900-204,http://doi.org/10.6028/nist.sp.1900-204,,Sokwoo Rhee,report,Q02;Q06,OpenAlex
7. Privacy,2020,10.12987/9780300161366-010,https://doi.org/10.12987/9780300161366-010,Free Speech,,book-chapter,Q12,Crossref
A Distributed “Black Box” Audit Trail Design Specification for Connected and Automated Vehicle Data and Software Assurance,2020,10.4271/11-03-02-0006,https://doi.org/10.4271/11-03-02-0006,SAE International Journal of Transportation Cybersecurity and Privacy,Gregory Falco; Joshua E. Siegel,journal-article,Q07,Crossref
A Framework for the Synergistic Integration of Fully Autonomous Ground Vehicles With Smart City,2020,10.1109/access.2020.3046999,https://doi.org/10.1109/access.2020.3046999,IEEE Access,Kaya Kuru; Wasiq Khan,article,Q09,OpenAlex
A Key 6G Challenge and Opportunity - Connecting the Base of the Pyramid: A Survey on Rural Connectivity,2020,10.36227/techrxiv.11828808.v1,https://doi.org/10.36227/techrxiv.11828808.v1,,Elias Yaacoub; Mohamed‐Slim Alouini,preprint,Q09,OpenAlex
A Privacy-Preserving Solution for Proximity Tracing Avoiding Identifier Exchanging,2020,10.1109/cw49994.2020.00045,https://doi.org/10.1109/cw49994.2020.00045,2020 International Conference on Cyberworlds (CW),Francesco Buccafurri; Vincenzo De Angelis; Cecilia Labrini,proceedings-article,Q07,Crossref
A Study of Classification of Texts into Categories of Cybersecurity Incident and Attack with Topic Models,2020,10.5220/0009099606390646,https://doi.org/10.5220/0009099606390646,Proceedings of the 6th International Conference on Information Systems Security and Privacy,Masahiro Ishii; Satoshi Matsuura; Kento Mori; Masahiko Tomoishi; Yong Jin; Yoshiaki Kitaguchi,proceedings-article,Q02,Crossref
A Study of Classification of Texts into Categories of Cybersecurity Incident and Attack with Topic Models,2020,10.5220/0009099600002511,https://doi.org/10.5220/0009099600002511,Proceedings of the 6th International Conference on Information Systems Security and Privacy,Masahiro Ishii; Satoshi Matsuura; Kento Mori; Masahiko Tomoishi; Yong Jin; Yoshiaki Kitaguchi,proceedings-article,Q02,Crossref
A Systematic Content Review of Artificial Intelligence and the Internet of Things Applications in Smart Home,2020,10.3390/app10093074,https://doi.org/10.3390/app10093074,Applied Sciences,Samad M. E. Sepasgozar; Reyhaneh Karimi; Leila Farahzadi; Farimah Moezzi; Sara Shirowzhan; Sanee M. Ebrahimzadeh; Felix Kin Peng Hui; Lu Aye,article,Q09,OpenAlex
Accidental Sensitive Data Leaks Prevention via Formal Verification,2020,10.5220/0009380608250834,https://doi.org/10.5220/0009380608250834,Proceedings of the 6th International Conference on Information Systems Security and Privacy,Madalina Ciobanu; Fausto Fasano; Fabio Martinelli; Francesco Mercaldo; Antonella Santone,proceedings-article,Q14,Crossref
Active Battery Management System for Home Battery Energy Storage,2020,10.1109/epe51172.2020.9269172,https://doi.org/10.1109/epe51172.2020.9269172,2020 21st International Scientific Conference on Electric Power Engineering (EPE),Jan Zich; Jan Jandik,proceedings-article,Q03,Crossref
"Actors, business models, and innovation activity systems for vehicle-to-grid (V2G) technology: A comprehensive review",2020,10.1016/j.rser.2020.109963,https://doi.org/10.1016/j.rser.2020.109963,Renewable and Sustainable Energy Reviews,Benjamin K. Sovacool; Johannes Kester; Lance Noel; Gerardo Zarazua de Rubens,review,Q10,OpenAlex
Advanced Lithium Ion Batteries for Electric Vehicles: Promises and Challenges of Nanostructured Electrode Materials,2020,10.1201/9781351052702-4,https://doi.org/10.1201/9781351052702-4,Rechargeable Lithium-ion Batteries: Trends and Progress in Electric Vehicles,Venkata Sai Avvaru; Mewin Vincent; Vinodkumar Etacheri,book-chapter,Q15,Crossref
Advances in Rechargeable Lithium Ion Batteries and their Systems for Electric and Hybrid Electric Vehicles,2020,10.1201/9781351052702-3,https://doi.org/10.1201/9781351052702-3,Rechargeable Lithium-ion Batteries: Trends and Progress in Electric Vehicles,Shashank Arora; Weixiang Shen,book-chapter,Q15,Crossref
AI - Enhanced Systems for Early Detection of Cybersecurity Threats,2020,10.21275/sr24910083223,https://doi.org/10.21275/sr24910083223,International Journal of Science and Research (IJSR),Aakash Aluwala,journal-article,Q06,Crossref
Analysis of iOS SQLite Schema Evolution for Updating Forensic Data Extraction Tools,2020,10.1109/isdfs49300.2020.9116208,https://doi.org/10.1109/isdfs49300.2020.9116208,2020 8th International Symposium on Digital Forensics and Security (ISDFS),Samiha S. Shimmi; Gokila Dorai; Umit Karabiyik; Sudhir Aggarwal,proceedings-article,Q05,Crossref
Analysis of Potential Shift to Low-Carbon Urban Travel Modes: A Computational Framework Based on High-Resolution Smartphone Data,2020,10.3390/su12155901,https://doi.org/10.3390/su12155901,Sustainability,Mehrdad Bagheri; Miloš N. Mladenović; Iisakki Kosonen; Jukka K. Nurminen,article,Q07,OpenAlex
Architecture of a Machine Learning IDS,2020,10.1007/978-1-4842-6591-8_3,https://doi.org/10.1007/978-1-4842-6591-8_3,Designing a Machine Learning Intrusion Detection System,Emmanuel Tsukerman,book-chapter,Q06,Crossref
ARP Spoofing Analysis and Prevention,2020,10.1109/icsgea51094.2020.00130,https://doi.org/10.1109/icsgea51094.2020.00130,2020 5th International Conference on Smart Grid and Electrical Automation (ICSGEA),Yongjian Zhao; Rui Guo; Peixin Lv,proceedings-article,Q16,Crossref
Attacks and Defenses in Short-Range Wireless Technologies for IoT,2020,10.1109/access.2020.2993553,https://doi.org/10.1109/access.2020.2993553,IEEE Access,Karim Lounis; Mohammad Zulkernine,article,Q09,OpenAlex
"Authentication Protocols in Internet of Vehicles: Taxonomy, Analysis, and Challenges",2020,10.1109/access.2020.2981397,https://doi.org/10.1109/access.2020.2981397,IEEE Access,Palak Bagga; Ashok Kumar Das; Mohammad Wazid; Joel J. P. C. Rodrigues; Youngho Park,article,Q11,OpenAlex
Batteries,2020,10.1201/9780429296109-5,https://doi.org/10.1201/9780429296109-5,Electric and Hybrid Vehicles,Tom Denton,book-chapter,Q15,Crossref
Batteries Charge Controller and Its Technological Challenges for Plug-in Electric and Hybrid Electric Vehicles,2020,10.1201/9781351052702-10,https://doi.org/10.1201/9781351052702-10,Rechargeable Lithium-ion Batteries: Trends and Progress in Electric Vehicles,C. Bharatiraja,book-chapter,Q15,Crossref
