registry_row,country_code,name,location,system_id,website_domain,auto_discovery_domain,supported_versions,authentication_type,auto_discovery_status,auto_discovery_sha256,declared_version,feed_names,has_vehicle_status,vehicle_status_status,vehicle_status_sha256,vehicle_count,vehicle_field_names,has_vehicle_id,has_location_fields,has_last_reported,has_battery_percent,has_range,has_deep_link,vehicle_types_status,vehicle_types_sha256,vehicle_type_count,form_factors,propulsion_types,motorized_declared,fetched_at_utc,error_stage,error_message
741,FR,Getaround Saint-Denis,Saint-Denis,getaround_saint-denis,getaround.com,getaround.com,3.0,,200,a0ff392805d681ae1a1d5a5327b4c45e87fba6fb62da2f98ea61bf9fa68c23be,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,974845b6ca5d267fe39b8452aa927c08767b42f7eba484844c7593a5b0f06499,1000,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,50eea47555180de312efccc15157ce3ea1ce369f8295a4bea96d1b267d99b9a7,1000,car,combustion;combustion_diesel;electric;hybrid,true,2026-07-13T15:59:30.060322+00:00,,
742,FR,Getaround Saint-Laurent,Saint-Laurent,getaround_saint-laurent,getaround.com,getaround.com,3.0,,200,050acaa1085d772b4549bd860fab0360d99e324294d8e24974242d925eb26aaf,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,ee8db573743e0827a21015c1788603dde9a9dd25520da7a9e03311f50e3b48f3,1,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,fa953d2d9932ae8eb3e3a44e9bab28f55a33a2eb2a370b6bb2f10553b2917ff4,1,car,combustion,true,2026-07-13T15:59:30.223688+00:00,,
743,FR,Getaround Saint-Louis,Saint-Louis,getaround_saint-louis,getaround.com,getaround.com,3.0,,200,21e50fbcad6e638c5fc164056b62a6694e44354f905193ed714656450a7e3d69,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,526cda1ed54c424a28aad84d952473cc4362358dd7d8268167dabd50eb180e7d,2,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,31161c6aa4d84472a38e66db0fbf2128f0cd775f912af39edb7fae488294b029,2,car,combustion;combustion_diesel,true,2026-07-13T15:59:30.246073+00:00,,
744,FR,Getaround Saint-Malo,Saint-Malo,getaround_saint-malo,getaround.com,getaround.com,3.0,,200,b7bb55a3151d51dbf63bc7a96ad7857b35b9bc36779e5d2d51a9bcaa48d2cec9,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,93155b1fcd2b092977dffc5fb4450d5a5f0eb923349a062bfd4d15b794e9c628,27,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,061eeb81caca195e379abd87ba9697015d8b3cd05ed6e99f85d78036d0946441,27,car,combustion;combustion_diesel;hybrid,true,2026-07-13T15:59:30.278190+00:00,,
745,FR,Getaround Saint-Nazaire,Saint-Nazaire,getaround_saint-nazaire,getaround.com,getaround.com,3.0,,200,5e908ea10b674d166020b53332621898bbd4b93e83f6d8f7ce146384a3ea4ebb,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,782a3fb8883b78666ccbe8dcc8855836501e61e6fa63cf4994e6e96d9990d636,11,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,6d1f83d201bd9fde0d402049c778429f006d7f3332142aada361d6dcc0f58dab,11,car,combustion;combustion_diesel,true,2026-07-13T15:59:30.386436+00:00,,
746,FR,Getaround Saint-Paul,Saint-Paul,getaround_saint-paul,getaround.com,getaround.com,3.0,,200,09406d55815cf98bd56f2187fff650b28725582ad683b009de842ca4dfa27a38,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,8a2c50e2affbd769d52d7ac0ad92058329cb8e647e21e13be16d57843b3b9a0e,15,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,8a9b794944ded82b6665ad8b4f05f2448d3c48c4baa2d6c46abd1e8764b65bc1,15,car,combustion;combustion_diesel,true,2026-07-13T15:59:30.451501+00:00,,
747,FR,Getaround Saint-Quentin,Saint-Quentin,getaround_saint-quentin,getaround.com,getaround.com,3.0,,200,28a570ffb766141ef0b1a33e56f3e9c369f6a2be1baff9d091636aade813b219,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,c73069beeb800651e83dab172c27d6d783e2dfa06a574b620c74ae206a5baeef,2,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,9270eadedc1a1f6c9f9558136889bcb0e06dd79bf4aa76b72dca7538fe1f4ff4,2,car,combustion,true,2026-07-13T15:59:30.495447+00:00,,
748,FR,Getaround Saint-Quentin-En-Yvelines,Saint-Quentin-En-Yvelines,getaround_saint-quentin-en-yvelines,getaround.com,getaround.com,3.0,,200,66b18fc2b9394db283b93c74b1caa2609a48eb6956f105457165178af98fac82,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,f7aa0535d313548d5621036cbf9af42016e3c4c1222314dcd1155b78432a2151,133,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,6b81fd41d61839a86df6e1a22bee8fefb6b42b9e46afad3d95d199a586fddba6,133,car,combustion;combustion_diesel;electric;hybrid,true,2026-07-13T15:59:30.523359+00:00,,
749,FR,Getaround Sarcelles,Sarcelles,getaround_sarcelles,getaround.com,getaround.com,3.0,,200,1f5e2f85b55a2e4cd0fa667b668e7e0487cb274983ded61cf4e5e00e838cc012,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,9d33ac93403def78d0d91de6a50a205bcc4716f92793c615d3870d1c92f1fc45,402,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,3c24fd34043a46c12aac66b25c12663c585d404d31b4530977b5632ee3224634,402,car,combustion;combustion_diesel;electric;hybrid,true,2026-07-13T15:59:30.689914+00:00,,
750,FR,Getaround Sartrouville,Sartrouville,getaround_sartrouville,getaround.com,getaround.com,3.0,,200,bbc8426a7b14ab6ca86a8c7fb3447685adab9a630486cc37747230658234f04d,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,719feefdfe8a9563ed24de3808e5019cc45426d7ab6e03e5f5849c15711b3d67,907,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,a00b51639e1d66cd7956a18be38b15d0387947d67f67a1daa863dc8f40d63418,907,car,combustion;combustion_diesel;electric;hybrid,true,2026-07-13T15:59:30.699912+00:00,,
751,FR,Getaround Strasbourg,Strasbourg,getaround_strasbourg,getaround.com,getaround.com,3.0,,200,a2094ccd6afdd0325de89f75704111a94943e1cc12541b4d6a7bd540e4196db5,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,af128de28183b62319867330695a13036bc23ef3de79cee848f2d91070ba04cb,69,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,3359e36596acca7172ef35f678517a36d74824c04729533d5e23822f117141a9,69,car,combustion;combustion_diesel;electric;hybrid,true,2026-07-13T15:59:30.786208+00:00,,
752,FR,Getaround Tarbes,Tarbes,getaround_tarbes,getaround.com,getaround.com,3.0,,200,2127633cdc7fd388845440c17e9e254029396cb0f67a9a7b5657a77936e31e10,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,586975a858c296021c883353eb1c3160f52456f553176d9802e0b355e5c4e3d9,4,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,974009361b00a0e1b509eda19e1f7c528ae1158eb022e2da4e127057ed3a5c6b,4,car,combustion,true,2026-07-13T15:59:30.824634+00:00,,
753,FR,Getaround Toulon,Toulon,getaround_toulon,getaround.com,getaround.com,3.0,,200,a4155fa8bf2188628d55c6d977106102362a3c6796dfa412e98ad2558f27a433,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,a151521802a83568ff1051a3f8bc84576573971356f7434ff0abd3023b2afd38,123,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,368c51dd8c8d92b2ea4189bbcc60d2260b3f3215aa01346367a1828b52db0d44,123,car,combustion;combustion_diesel;hybrid,true,2026-07-13T15:59:30.902491+00:00,,
754,FR,Getaround Toulouse,Toulouse,getaround_toulouse,getaround.com,getaround.com,3.0,,200,d535da3b42462f9c096633c8a27fd0d7e80e4c81db8ba2fa1b4b427226b6bc82,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,3c8f77f7109fcf3d720aae56fa82d2f92c66345b7afd73be2ff207302454c6ea,244,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,c5f209b6a2daade36b594a038ab74831f73c0895ec0b1c4a7442826ddba834e7,244,car,combustion;combustion_diesel;electric;hybrid,true,2026-07-13T15:59:30.979548+00:00,,
755,FR,Getaround Tourcoing,Tourcoing,getaround_tourcoing,getaround.com,getaround.com,3.0,,200,9289a2076dbaf202f23a2e212de73c54a2b37b6efa74e10013002add7d3fff00,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,f0b6f15a35fc179928857c56039d4f059e4ed145a9399c87723440fa1890e775,92,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,6dc2b9abdf8fcfc0a0e669b1471f563c0b6cd69180c5358c92d113ed27043fb4,92,car,combustion;combustion_diesel;electric;hybrid,true,2026-07-13T15:59:31.117254+00:00,,
756,FR,Getaround Tours,Tours,getaround_tours,getaround.com,getaround.com,3.0,,200,bb9d7636d17746412d8bde3253b2db7312e5402c8961608870b8111d39810973,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,23618ec16d4f41657de73d32fd3e1e5badf8927b92c3583c12f2d41f784fe7ef,69,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,611fb7e630f7f56edf8c9d80dc140a20a3fe93e8b4d1ca319a96c1275082e42d,69,car,combustion;combustion_diesel,true,2026-07-13T15:59:31.164416+00:00,,
757,FR,Getaround Troyes,Troyes,getaround_troyes,getaround.com,getaround.com,3.0,,200,2589342ee7b6e84ca66464cbf16463e8cb1b21083c8754a8254ffe08ce0bcf83,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,fcdae5c4c2b0636e2fd2b967cbf81ec733b1d4daa962e51a48a3794e1f8302e8,4,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,ba66afa6876d78b7dad3f4aac53ec96a938874e6ff14bd732e117d725be29ebc,4,car,combustion,true,2026-07-13T15:59:31.253583+00:00,,
758,FR,Getaround Valence,Valence,getaround_valence,getaround.com,getaround.com,3.0,,200,7b8c33aff5a8a1e60dcf6e1505f0f6cf10bef1d74c110c486b60a59d2dbcc18d,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,8fef1fffea846d10cfff1d7528c7fa197e525e9cb87d2f1db765cceda3b7d156,49,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,b461631987001ac4418e31bc841bd3fc3d170070937d1d87f6d7a5146888e915,49,car,combustion;combustion_diesel,true,2026-07-13T15:59:31.272837+00:00,,
759,FR,Getaround Vannes,Vannes,getaround_vannes,getaround.com,getaround.com,3.0,,200,f201277bb54e33ecc16029c38a7d120e47bb97a090bbd99cdbfc1bb407820ce0,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,2e0f1ca54f3ce090082b3d0bc0f793398786902e348c294e01971209917d4302,41,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,a75b3ce5f9344c5eb3bb9edf99b0ef8a15549870bfed92abb185b6eb5a6f92c0,41,car,combustion;combustion_diesel;hybrid,true,2026-07-13T15:59:31.361916+00:00,,
760,FR,Getaround Versailles,Versailles,getaround_versailles,getaround.com,getaround.com,3.0,,200,bfb047df5fb31fc87c4dd533d3aebcb2a6c32958f62919ff113d8e61da7244ee,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,0e0566682e583ee8bdf69387cfd22a0d999a3698e7a56aa1af9c9cf777838395,468,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,c90ad6080348c59def0e6bd11064f9760d4575cfdcf513978e2fa309a0860a9a,468,car,combustion;combustion_diesel;electric;hybrid,true,2026-07-13T15:59:31.612078+00:00,,
761,FR,Getaround Villeurbanne,Villeurbanne,getaround_villeurbanne,getaround.com,getaround.com,3.0,,200,33d5199861149992b82848b0aa5f8af3445aa478ac0ebd72fc5b5661eacedbed,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,9e35b5eaf1712cfa42ec60a0a6ada3bb1554fb933728d0d7d2d4f5b20fd97094,282,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,138214e61eb1377c4838b4cde88cd0c5a8ca9687dfe0237008e1defe52a5d14e,282,car,combustion;combustion_diesel;electric;hybrid,true,2026-07-13T15:59:31.701073+00:00,,
762,FR,Getaround Vitry-Sur-Seine,Vitry-Sur-Seine,getaround_vitry-sur-seine,getaround.com,getaround.com,3.0,,200,13cf0ebc5f49a16455c02281686e510ed6796ce9b4b74fa3b63390aad6dbf398,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,607dfcdc686f6425b7c8a66d0c66a13e7da7c8d215d780dd089c32fbd5127e62,1000,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,3fc1ee756d868751e67a534ccaccf0964294bf96a19153946d7aa11835a291a3,1000,car,combustion;combustion_diesel;electric;hybrid,true,2026-07-13T15:59:31.712667+00:00,,
763,FR,Gévaudan,Gévaudan,mp_GEVAUDAN,mobility-parc.net,mobility-parc.net,3.0,,200,693fb79f8d7c14d21aa06915975edf5dfa9d66895db57c5fcf0d73d89716e7ae,3.0,station_information;station_status;system_information;vehicle_status;vehicle_types,true,200,4c5c05c89e68749272506a18fefabb7cd34b70790264319d50925b2b31f8c1fb,0,,false,false,false,false,false,false,200,b210ed84b7118735304eb8460bf11992e1365b7bad694749f4ac4c727a4ac5db,1,bicycle,electric_assist,true,2026-07-13T15:59:31.740298+00:00,,
764,FR,BreizhGo,Bretagne,breizhgo,breizhgo.ecovelo.mobi,api.gbfs.v3.0.ecovelo.mobi,2.2 ; 3.0,,200,52641b51c559c9ea956befe0ae0f8a6f457c696a61f9d756986a605bf69f67ae,3.0,gbfs_versions;geofencing_zones;station_information;station_status;system_alerts;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,2a0b4431a2e74df0156c9ea81a961ace2b424e221bf0f18b93cb5000bc6d2c5f,201,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;rental_uris;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,749935d1826dbc72edce0adb6a42b3c1f54ebfe76c27da15c447067b2e4cfc48,4,bicycle;scooter_standing,electric;electric_assist,true,2026-07-13T15:59:31.741770+00:00,,
765,FR,GraouLib',Metz,graoulib_metz,eurometropolemetz.eu,gbfs.partners.fifteen.eu,2.2,,200,6298b77ba88e08043c2602b1a85993ae18ad8e91217f1d57b44cf98d3e8b93b3,2.2,free_bike_status;gbfs;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,0ac2fc25e990b768f7dbd75f9f59847ff8f967363bd441dd6630ec2e100df953,233,bike_id;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;station_id;system_id;vehicle_type_id,true,true,true,false,true,true,200,e2624d076ceef690335d772f9f17830aea228a6198dcd58337d4cd66ee3563c0,1,bicycle,electric_assist,true,2026-07-13T15:59:31.766228+00:00,,
766,FR,IDEcycle (Pau),PAU,idecycle_pau,gbfs.partners.fifteen.eu,gbfs.partners.fifteen.eu,2.2,,200,3cc24ce964dbefb8e78fad3f86ba2c3750e1b21aa4308c98f918a7c2a76ce1d4,2.2,free_bike_status;gbfs;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,0ba23a5ed95ee573575e6fe6ebcb96049ac0dedad051184df1c59888ae1d1e68,178,bike_id;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;station_id;system_id;vehicle_type_id,true,true,true,false,true,true,200,9009398de9fa56fb121fb39b358845b8c64fdf8c0d55948a305ef08d35c7625c,1,bicycle,electric_assist,true,2026-07-13T15:59:31.832191+00:00,,
767,FR,Impulsyon,La Roche-sur-Yon,impulsyon,impulsyon.ecovelo.mobi,api.gbfs.v3.0.ecovelo.mobi,2.2 ; 3.0,,200,a3af229afdefa5908ae8fdf04b49e0f14dd08df488e765eef8ff605009308b78,3.0,gbfs_versions;geofencing_zones;station_information;station_status;system_alerts;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,bcc0a70c116ab3d0d8c7dbe14e62a65070d61f825dd06d3200768d4236b3afb9,92,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,749935d1826dbc72edce0adb6a42b3c1f54ebfe76c27da15c447067b2e4cfc48,4,bicycle;scooter_standing,electric;electric_assist,true,2026-07-13T15:59:31.842917+00:00,,
768,FR,Karu'Vélo,Pointe-à-Pitre,karu,karuvelo.ecovelo.mobi,api.gbfs.v3.0.ecovelo.mobi,2.2 ; 3.0,,200,b8ff0d7d4aad3b62a775f840bf6c79ddd655346054e05959d19d49d888d16fe4,3.0,gbfs_versions;geofencing_zones;station_information;station_status;system_alerts;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,20d5e196a0a9354b2521c503968a4fca52d44e6c969864c78d425c15b76e175c,137,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,749935d1826dbc72edce0adb6a42b3c1f54ebfe76c27da15c447067b2e4cfc48,4,bicycle;scooter_standing,electric;electric_assist,true,2026-07-13T15:59:31.905786+00:00,,
769,FR,Knot Strasbourg,Strasbourg,knot_strasbourg,knot.city,api.knotcity.io,3.0,,,,,,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T15:59:31.968602+00:00,auto_discovery,RuntimeError: URLError: <urlopen error [Errno -2] Name or service not known>
770,FR,La Baule,La Baule,labaule,labaule.ecovelo.mobi,api.gbfs.v3.0.ecovelo.mobi,2.2 ; 3.0,,200,6f408c7af96d57973b57deefe76d723a7c00f4beb5aa12c71e36fb00cdc85896,3.0,gbfs_versions;geofencing_zones;station_information;station_status;system_alerts;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,be28e5d33d2e6cd9d05aed034b269c75ff940491c60d2c793df81c8b0531251a,96,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,749935d1826dbc72edce0adb6a42b3c1f54ebfe76c27da15c447067b2e4cfc48,4,bicycle;scooter_standing,electric;electric_assist,true,2026-07-13T15:59:32.665651+00:00,,
771,FR,Le Marcel,Troyes,lemarcel,lemarcelavelo.ecovelo.mobi,api.gbfs.v3.0.ecovelo.mobi,2.2 ; 3.0,,200,48c44a0525bdf204159bc86b5d990090117df6ac91cd534bd7222f3f519ecd0d,3.0,gbfs_versions;geofencing_zones;station_information;station_status;system_alerts;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,7bf3bd697152482e4cef5693d0c8f2726e351b0360521bd4998f4d445b9f5f42,100,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,749935d1826dbc72edce0adb6a42b3c1f54ebfe76c27da15c447067b2e4cfc48,4,bicycle;scooter_standing,electric;electric_assist,true,2026-07-13T15:59:32.739716+00:00,,
772,FR,Le Vélo par TBM,Bordeaux,velo-tbm-bordeaux,infotbm.com,bdx.mecatran.com,3.0,,200,351471e68061bc0745fe0d2b62ba007105ce2a023b8d83b0560178d1a97436e0,3.0,station_information;station_status;system_information;vehicle_types,false,,,,,false,false,false,false,false,false,200,819bb9e8cf24fa8b0842775f83b97fd7548354b6bfe71f8563392398a2bdfee4,2,bicycle,electric_assist;human,true,2026-07-13T15:59:32.840553+00:00,,
773,FR,LE vélo STAR,Rennes,le_velo_star,star.fr,eu.ftp.opendatasoft.com,1.0,,200,f24dd2e19912ce22926238cb434401be98006f787028f9372e8c2349cecbe898,,gbfs;station_information;station_status;system_alerts;system_calendar;system_hours;system_information;system_pricing_plans;system_regions,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T15:59:32.877595+00:00,,
774,FR,Leo and Go,Lyon,84b174c4-eb74-5d07-bdeb-27f4215d2aa9,leoandgo.com,download.data.grandlyon.com,,,200,e088135038a9c925ac109e404f003bea094b06dce4b79749cafc7e66235cb266,2.3,free_bike_status;gbfs_versions;geofencing_zones;system_information;system_pricing_plans;vehicle_types,true,200,dd83e9e00b4b941109dcd2a19b2916cc688fc63a7573518ab98d65fe901f46ee,180,bike_id;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;vehicle_type_id,true,true,true,false,true,false,200,f39011c111505e037cd546a80c65c5aca8ba66e81c08e76b7a15f549767b63cd,8,car,combustion;electric,true,2026-07-13T15:59:33.349823+00:00,,
775,FR,Les Petites Reines,Les Sables-d'Olonne,petitesreines,lespetitesreines.ecovelo.mobi,api.gbfs.v3.0.ecovelo.mobi,2.2 ; 3.0,,200,fcc81f5445aece8ed134f8dcbd9ea35c2587fb700717295aa4db087d8580941e,3.0,gbfs_versions;geofencing_zones;station_information;station_status;system_alerts;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,b3d1b9f12cd06140ae183f9581796e417804fced002e2e213279de76b731457c,121,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,749935d1826dbc72edce0adb6a42b3c1f54ebfe76c27da15c447067b2e4cfc48,4,bicycle;scooter_standing,electric;electric_assist,true,2026-07-13T15:59:33.535265+00:00,,
776,FR,levélo - Marseille,Marseille,levelo_inurba_marseille,levelo.ampmetropole.fr,gbfs.omega.fifteen.eu,2.2,,200,2a1eec0e7a641fa41f0dc5bdd7a102c9b0a5ef8d733500158a5b43f55cf0a8e9,2.2,free_bike_status;gbfs;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,a8450c0724ea263955ba24c8dc781d32e948b7f2f843aed1eaec66d8e79f0a3f,2547,bike_id;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;station_id;system_id;vehicle_type_id,true,true,true,false,true,true,200,f4ae310e39f5b5c635463ce8db9aa94fcff39d194613eb5b8ff72a90d40e1921,9,bicycle,electric_assist;human,true,2026-07-13T15:59:33.594905+00:00,,
777,FR,Libélo,Valence,libelo,vrd-mobilites.fr,valence.publicbikesystem.net,1.1 ; 2.3 ; 3.0,,200,289f3bb85a0440781774c77037eee08827d6f72edc396930a276b61866d977b4,3.0,gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;system_regions;vehicle_types,false,,,,,false,false,false,false,false,false,200,b166ed8fa7c9477da63167afb8a361ec5abe37db30eb1012b0c8d72182b3ea8e,8,bicycle;scooter_standing,electric;electric_assist;human,true,2026-07-13T15:59:33.619504+00:00,,
778,FR,Lime Lille,Lille,lime_lille,li.me,data.lime.bike,2.2,,200,ce140bd8fb5e18bf0080daa93ebed743a8b6f96b46538114160c0398f3aec802,2.2,free_bike_status;station_information;station_status;system_information;vehicle_types,true,200,32938f3ecf5339c2f0f5cb7d208ea0baf9e5022a76a5f4096c805db497bcec8f,3856,bike_id;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;vehicle_type;vehicle_type_id,true,true,true,false,true,false,200,408f0cd5a463c1fc7ee5257fdce99cccf3ae5cc3ab8b7f952bacba3db62d9c82,4,bicycle;scooter,electric;electric_assist;human,true,2026-07-13T15:59:33.628455+00:00,,
779,FR,Lime Marseille,Marseille,lime_marseille,li.me,data.lime.bike,2.2,,200,0be4d09c6b7e5117972c56bc4d986bc6884764ae2fce381d438df4b31ccb7ba1,2.2,free_bike_status;station_information;station_status;system_information;vehicle_types,true,200,67335483fadabf51d5cff986d35b4f07267acdb7b14a0076745298dfc6545efa,898,bike_id;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;vehicle_type;vehicle_type_id,true,true,true,false,true,false,200,408f0cd5a463c1fc7ee5257fdce99cccf3ae5cc3ab8b7f952bacba3db62d9c82,4,bicycle;scooter,electric;electric_assist;human,true,2026-07-13T15:59:33.696476+00:00,,
780,FR,Lime Nice,Nice,lime_nice,li.me,data.lime.bike,2.2,,200,fee2c0b5c31ca2f37e2b67d87b38b5d132256c2060c67229daa5091b87a4dbba,2.2,free_bike_status;station_information;station_status;system_information;vehicle_types,true,200,f96a292f4394d810db02279e7b9c4f1e966f5ebd7e6a04f74d9934ff3160a487,1208,bike_id;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;vehicle_type;vehicle_type_id,true,true,true,false,true,false,200,408f0cd5a463c1fc7ee5257fdce99cccf3ae5cc3ab8b7f952bacba3db62d9c82,4,bicycle;scooter,electric;electric_assist;human,true,2026-07-13T15:59:33.938105+00:00,,
781,FR,Lime Paris,Paris,lime_paris,li.me,data.lime.bike,2.2,,200,3dd492e1a712b8024e9df4425bf38890843e8e665523e9a64fa4403dbc136c32,2.2,free_bike_status;station_information;station_status;system_information;vehicle_types,true,200,35dff410207f47072a9502bb1268269f8c5c7de6ff3c7fc506fd6b9a3fabe1ab,6207,bike_id;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;vehicle_type;vehicle_type_id,true,true,true,false,true,false,200,408f0cd5a463c1fc7ee5257fdce99cccf3ae5cc3ab8b7f952bacba3db62d9c82,4,bicycle;scooter,electric;electric_assist;human,true,2026-07-13T15:59:34.023257+00:00,,
