system,fn_hz,zeta,hr,sbp_true,sbp_dev,dbp_true,dbp_dev,map_true,map_dev,pp_true,pp_dev
underdamped,10.0,0.15,88.28485927400075,140.01789756857124,151.2927326222611,90.01239923219761,84.86683101569078,104.71024277575184,104.71024277575184,50.005498336373634,66.42590160657032
overdamped,8.0,0.8,88.28485927400075,140.01789756857124,133.5717684615965,90.01239923219761,89.72650127949443,104.71024277575184,104.71024277575184,50.005498336373634,43.84526718210206
optimal,25.0,0.65,59.07412892847363,100.64424814275037,101.39423392321581,60.35780432891065,63.43651501113597,72.1989791557056,72.1989791557056,40.28644381383972,37.95771891207984
underdamped,10.0,0.15,59.07412892847363,100.64424814275037,104.65038515266352,60.35780432891065,59.45630107674375,72.1989791557056,72.1989791557056,40.28644381383972,45.19408407591977
overdamped,8.0,0.8,59.07412892847363,100.64424814275037,102.40964433390253,60.35780432891065,60.55084424013263,72.1989791557056,72.1989791557056,40.28644381383972,41.8588000937699
optimal,25.0,0.65,70.93660181381141,106.70990388849796,107.07929842773154,76.10429206603919,76.14390663715146,85.10003271630373,85.10003271630372,30.60561182245877,30.935391790580084
underdamped,10.0,0.15,70.93660181381141,106.70990388849796,111.8764860741569,76.10429206603919,77.63324717149197,85.10003271630373,85.10003271630373,30.60561182245877,34.24323890266493
overdamped,8.0,0.8,70.93660181381141,106.70990388849796,106.18752050212882,76.10429206603919,76.42873354308686,85.10003271630373,85.10003271630372,30.60561182245877,29.758786959041956
optimal,25.0,0.65,79.48506757861301,136.99920343738705,137.1844256908763,91.73815799171895,93.62314266630577,105.04149035935654,105.04149035935654,45.2610454456681,43.56128302457054
underdamped,10.0,0.15,79.48506757861301,136.99920343738705,143.89578954726724,91.73815799171895,86.64384495296905,105.04149035935654,105.04149035935654,45.2610454456681,57.251944594298195
overdamped,8.0,0.8,79.48506757861301,136.99920343738705,134.2548587122914,91.73815799171895,90.4012783449174,105.04149035935654,105.04149035935654,45.2610454456681,43.85358036737399
optimal,25.0,0.65,84.47245546083016,118.8323271167495,119.09023017844781,77.60649225590394,77.14969820243061,89.72377717247804,89.72377717247804,41.22583486084555,41.9405319760172
underdamped,10.0,0.15,84.47245546083016,118.8323271167495,127.46748909565838,77.60649225590394,74.23504389707458,89.72377717247804,89.72377717247804,41.22583486084555,53.232445198583804
overdamped,8.0,0.8,84.47245546083016,118.8323271167495,113.42557566846297,77.60649225590394,77.861027629745,89.72377717247804,89.72377717247804,41.22583486084555,35.56454803871797
optimal,25.0,0.65,92.58213367340994,118.56463479259503,116.91460119956828,66.938342809514,68.57645678936835,82.11257739461821,82.11257739461821,51.62629198308103,48.33814441019993
underdamped,10.0,0.15,92.58213367340994,118.56463479259503,126.45681715569602,66.938342809514,57.069853872689706,82.11257739461821,82.11257739461823,51.62629198308103,69.38696328300631
overdamped,8.0,0.8,92.58213367340994,118.56463479259503,109.9769933489614,66.938342809514,69.94526332305767,82.11257739461821,82.11257739461823,51.62629198308103,40.03173002590373
optimal,25.0,0.65,82.03204124273593,114.19296374880167,113.73947144877641,66.09407165645966,65.01789798991327,80.23151681971105,80.23151681971105,48.09889209234201,48.72157345886315
underdamped,10.0,0.15,82.03204124273593,114.19296374880167,120.48372428685443,66.09407165645966,65.07639311466268,80.23151681971105,80.23151681971105,48.09889209234201,55.407331172191746
overdamped,8.0,0.8,82.03204124273593,114.19296374880167,111.61682523105964,66.09407165645966,63.97016810125088,80.23151681971105,80.23151681971105,48.09889209234201,47.64665712980876
optimal,25.0,0.65,82.7602488848718,133.64608574927314,135.37932948493946,97.46599317716414,96.57196686256093,108.10021056740185,108.10021056740185,36.180092572109004,38.807362622378534
underdamped,10.0,0.15,82.7602488848718,133.64608574927314,139.11718260540337,97.46599317716414,95.68304193216242,108.10021056740185,108.10021056740185,36.180092572109004,43.43414067324095
overdamped,8.0,0.8,82.7602488848718,133.64608574927314,130.83348265557674,97.46599317716414,98.75308735848239,108.10021056740185,108.10021056740183,36.180092572109004,32.080395297094356
optimal,25.0,0.65,57.644681858738934,122.33650735384033,121.19096282161922,86.02789569266326,85.84197649499644,96.69988799818678,96.6998879981868,36.30861166117707,35.34898632662278
underdamped,10.0,0.15,57.644681858738934,122.33650735384033,125.53220342693122,86.02789569266326,86.36954030664303,96.69988799818678,96.6998879981868,36.30861166117707,39.16266312028819
overdamped,8.0,0.8,57.644681858738934,122.33650735384033,122.86156240065411,86.02789569266326,85.25898151896867,96.69988799818678,96.69988799818681,36.30861166117707,37.60258088168544
optimal,25.0,0.65,75.46042307832943,127.13374275671532,125.47370167391787,79.46393524745214,79.57574903584369,93.47526191816054,93.47526191816054,47.66980750926318,45.89795263807419
underdamped,10.0,0.15,75.46042307832943,127.13374275671532,132.11377413006653,79.46393524745214,78.6865605932555,93.47526191816054,93.47526191816054,47.66980750926318,53.427213536811024
overdamped,8.0,0.8,75.46042307832943,127.13374275671532,120.7238446067911,79.46393524745214,80.28123731409268,93.47526191816054,93.47526191816054,47.66980750926318,40.442607292698426
optimal,25.0,0.65,80.06426158647021,122.76040130025046,124.77327922836349,90.08062735151623,91.2560402430946,99.68601516919612,99.68601516919611,32.67977394873424,33.51723898526889
underdamped,10.0,0.15,80.06426158647021,122.76040130025046,130.31802176476634,90.08062735151623,88.02886593475131,99.68601516919612,99.68601516919612,32.67977394873424,42.289155830015034
overdamped,8.0,0.8,80.06426158647021,122.76040130025046,118.54357972674504,90.08062735151623,90.56394417026436,99.68601516919612,99.68601516919611,32.67977394873424,27.979635556480673
