name,haplotype,pop,region,chrom,start,end,mean_prob,ND_type,Altai,Vindija,Denisova,Chagyrskaya,closest_reference,strict_overlap,segment_length,analysis_group
HGDP01366,hap2,Basque,EUROPE,chr9,133301000,133340000,0.95596,Neanderthal,6,9,0,10,Chagyrskaya,False,39000,Europe
HGDP01367,hap1,Basque,EUROPE,chr9,133300000,133340000,0.95143,Neanderthal,7,10,0,11,Chagyrskaya,False,40000,Europe
HGDP01368,hap1,Basque,EUROPE,chr9,133481000,133509000,0.8108,Neanderthal,2,2,0,2,Tie,False,28000,Europe
HGDP01370,hap2,Basque,EUROPE,chr9,133481000,133509000,0.8108,Neanderthal,2,2,0,2,Tie,False,28000,Europe
HGDP01372,hap1,Basque,EUROPE,chr9,133343000,133446000,0.9524,Neanderthal,24,38,0,33,Vindija,False,103000,Europe
HGDP01372,hap2,Basque,EUROPE,chr9,133483000,133502000,0.90679,Neanderthal,2,6,0,3,Vindija,False,19000,Europe
HGDP01373,hap1,Basque,EUROPE,chr9,133424000,133446000,0.88055,Neanderthal,1,6,0,6,Tie,False,22000,Europe
HGDP01374,hap1,Basque,EUROPE,chr9,133481000,133511000,0.91118,Neanderthal,2,2,0,2,Tie,False,30000,Europe
HGDP01375,hap1,Basque,EUROPE,chr9,133300000,133446000,0.97563,Neanderthal,31,49,0,45,Vindija,False,146000,Europe
HGDP01375,hap2,Basque,EUROPE,chr9,133254000,133511000,0.98709,Neanderthal,50,52,4,58,Chagyrskaya,True,257000,Europe
HGDP01376,hap1,Basque,EUROPE,chr9,133190000,133217000,0.9159,Neanderthal,1,1,0,3,Chagyrskaya,False,27000,Europe
HGDP01377,hap1,Basque,EUROPE,chr9,133301000,133502000,0.99372,Neanderthal,39,62,0,54,Vindija,False,201000,Europe
HGDP01379,hap1,Basque,EUROPE,chr9,133190000,133217000,0.9159,Neanderthal,1,1,0,3,Chagyrskaya,False,27000,Europe
HGDP01379,hap2,Basque,EUROPE,chr9,133301000,133340000,0.95241,Neanderthal,7,10,0,10,Tie,False,39000,Europe
HGDP01380,hap2,Basque,EUROPE,chr9,133481000,133509000,0.80013,Neanderthal,2,2,0,2,Tie,False,28000,Europe
HGDP01151,hap1,BergamoItalian,EUROPE,chr9,133481000,133511000,0.9329,Neanderthal,2,2,0,2,Tie,False,30000,Europe
HGDP01174,hap1,BergamoItalian,EUROPE,chr9,133301000,133340000,0.95675,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
HGDP01177,hap2,BergamoItalian,EUROPE,chr9,133244000,133340000,0.96596,Neanderthal,16,13,4,14,Altai,True,96000,Europe
NA06984,hap2,CEU,EUROPE,chr9,133301000,133341000,0.97217,Neanderthal,7,10,0,11,Chagyrskaya,False,40000,Europe
NA06985,hap1,CEU,EUROPE,chr9,133328000,133340000,0.8536,Neanderthal,5,5,0,5,Tie,False,12000,Europe
NA06995,hap2,CEU,EUROPE,chr9,133301000,133340000,0.95872,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
NA07014,hap2,CEU,EUROPE,chr9,133301000,133345000,0.94186,Neanderthal,7,10,0,11,Chagyrskaya,False,44000,Europe
NA07031,hap1,CEU,EUROPE,chr9,133301000,133345000,0.94186,Neanderthal,7,10,0,11,Chagyrskaya,False,44000,Europe
NA07037,hap1,CEU,EUROPE,chr9,133301000,133340000,0.95872,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
NA07048,hap2,CEU,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,49,0,45,Vindija,False,145000,Europe
NA07055,hap2,CEU,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,49,0,45,Vindija,False,145000,Europe
NA07056,hap1,CEU,EUROPE,chr9,133250000,133277000,0.89439,Neanderthal,7,1,4,1,Altai,True,27000,Europe
NA07347,hap2,CEU,EUROPE,chr9,133301000,133502000,0.99384,Neanderthal,39,62,0,54,Vindija,False,201000,Europe
NA07357,hap1,CEU,EUROPE,chr9,133000000,133025000,0.8925,Neanderthal,1,1,0,1,Tie,False,25000,Europe
NA07357,hap1,CEU,EUROPE,chr9,133481000,133511000,0.92461,Neanderthal,2,2,0,2,Tie,False,30000,Europe
NA10839,hap2,CEU,EUROPE,chr9,133481000,133511000,0.92647,Neanderthal,2,2,0,2,Tie,False,30000,Europe
NA10840,hap1,CEU,EUROPE,chr9,133297000,133446000,0.97113,Neanderthal,31,49,0,45,Vindija,False,149000,Europe
NA10846,hap2,CEU,EUROPE,chr9,133184000,133479000,0.98773,Neanderthal,54,55,4,62,Chagyrskaya,True,295000,Europe
NA10851,hap1,CEU,EUROPE,chr9,133301000,133340000,0.95878,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
NA10855,hap1,CEU,EUROPE,chr9,133301000,133340000,0.95881,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
NA10856,hap1,CEU,EUROPE,chr9,133301000,133340000,0.95873,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
NA10856,hap2,CEU,EUROPE,chr9,133301000,133323000,0.84686,Neanderthal,1,4,0,5,Chagyrskaya,False,22000,Europe
NA10861,hap1,CEU,EUROPE,chr9,133481000,133511000,0.93049,Neanderthal,2,2,0,2,Tie,False,30000,Europe
NA10861,hap2,CEU,EUROPE,chr9,133301000,133340000,0.95872,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
NA10863,hap1,CEU,EUROPE,chr9,133301000,133340000,0.95873,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
NA10864,hap2,CEU,EUROPE,chr9,133184000,133236000,0.93284,Neanderthal,1,1,0,3,Chagyrskaya,True,52000,Europe
NA10864,hap2,CEU,EUROPE,chr9,133326000,133511000,0.98947,Neanderthal,41,46,0,51,Chagyrskaya,False,185000,Europe
NA10865,hap2,CEU,EUROPE,chr9,133481000,133511000,0.92461,Neanderthal,2,2,0,2,Tie,False,30000,Europe
NA11829,hap1,CEU,EUROPE,chr9,133301000,133340000,0.95874,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
NA11830,hap1,CEU,EUROPE,chr9,133191000,133240000,0.94203,Neanderthal,2,2,0,3,Chagyrskaya,True,49000,Europe
NA11830,hap1,CEU,EUROPE,chr9,133326000,133511000,0.98942,Neanderthal,40,45,0,50,Chagyrskaya,False,185000,Europe
NA11830,hap2,CEU,EUROPE,chr9,133301000,133323000,0.84686,Neanderthal,1,4,0,5,Chagyrskaya,False,22000,Europe
NA11831,hap2,CEU,EUROPE,chr9,133301000,133340000,0.95881,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
NA11832,hap1,CEU,EUROPE,chr9,133184000,133217000,0.89243,Neanderthal,1,1,0,3,Chagyrskaya,False,33000,Europe
NA11843,hap1,CEU,EUROPE,chr9,133301000,133340000,0.95878,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
NA11843,hap2,CEU,EUROPE,chr9,133301000,133340000,0.95872,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
NA11892,hap1,CEU,EUROPE,chr9,133481000,133511000,0.92461,Neanderthal,2,2,0,2,Tie,False,30000,Europe
NA11893,hap1,CEU,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,49,0,45,Vindija,False,145000,Europe
NA11894,hap1,CEU,EUROPE,chr9,133184000,133236000,0.93284,Neanderthal,1,1,0,3,Chagyrskaya,True,52000,Europe
NA11894,hap1,CEU,EUROPE,chr9,133326000,133511000,0.98947,Neanderthal,41,46,0,51,Chagyrskaya,False,185000,Europe
NA11920,hap2,CEU,EUROPE,chr9,133301000,133346000,0.92494,Neanderthal,7,10,0,11,Chagyrskaya,False,45000,Europe
NA11930,hap1,CEU,EUROPE,chr9,133424000,133446000,0.89289,Neanderthal,1,6,0,6,Tie,False,22000,Europe
NA11931,hap2,CEU,EUROPE,chr9,133326000,133511000,0.98947,Neanderthal,41,46,0,51,Chagyrskaya,False,185000,Europe
NA11932,hap1,CEU,EUROPE,chr9,133300000,133446000,0.97986,Neanderthal,31,49,0,45,Vindija,False,146000,Europe
NA11993,hap1,CEU,EUROPE,chr9,133481000,133511000,0.93208,Neanderthal,2,2,0,2,Tie,False,30000,Europe
NA11994,hap2,CEU,EUROPE,chr9,133481000,133511000,0.93049,Neanderthal,2,2,0,2,Tie,False,30000,Europe
NA11995,hap2,CEU,EUROPE,chr9,133301000,133340000,0.95872,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
NA12003,hap2,CEU,EUROPE,chr9,133483000,133503000,0.89956,Neanderthal,2,6,0,3,Vindija,False,20000,Europe
NA12006,hap1,CEU,EUROPE,chr9,133481000,133511000,0.92647,Neanderthal,2,2,0,2,Tie,False,30000,Europe
NA12043,hap1,CEU,EUROPE,chr9,133301000,133340000,0.95872,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
NA12056,hap2,CEU,EUROPE,chr9,133301000,133340000,0.95878,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
NA12144,hap2,CEU,EUROPE,chr9,133301000,133621000,0.9829,Neanderthal,50,69,2,65,Vindija,False,320000,Europe
NA12145,hap1,CEU,EUROPE,chr9,133301000,133340000,0.95872,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
NA12145,hap2,CEU,EUROPE,chr9,133184000,133479000,0.9877,Neanderthal,54,55,4,62,Chagyrskaya,True,295000,Europe
NA12156,hap1,CEU,EUROPE,chr9,133191000,133251000,0.95992,Neanderthal,6,6,0,6,Tie,True,60000,Europe
NA12236,hap2,CEU,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,49,0,45,Vindija,False,145000,Europe
NA12264,hap1,CEU,EUROPE,chr9,133301000,133340000,0.95873,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
NA12274,hap1,CEU,EUROPE,chr9,133481000,133511000,0.92461,Neanderthal,2,2,0,2,Tie,False,30000,Europe
NA12286,hap1,CEU,EUROPE,chr9,133481000,133509000,0.85797,Neanderthal,2,2,0,2,Tie,False,28000,Europe
NA12286,hap2,CEU,EUROPE,chr9,133297000,133446000,0.97113,Neanderthal,31,49,0,45,Vindija,False,149000,Europe
NA12342,hap2,CEU,EUROPE,chr9,133468000,133510000,0.91111,Neanderthal,2,2,0,2,Tie,False,42000,Europe
NA12347,hap2,CEU,EUROPE,chr9,133300000,133502000,0.99207,Neanderthal,39,62,0,54,Vindija,False,202000,Europe
NA12348,hap1,CEU,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,49,0,45,Vindija,False,145000,Europe
NA12376,hap2,CEU,EUROPE,chr9,133484000,133621000,0.93692,Neanderthal,14,15,2,14,Vindija,False,137000,Europe
NA12383,hap2,CEU,EUROPE,chr9,133481000,133511000,0.92646,Neanderthal,2,2,0,2,Tie,False,30000,Europe
NA12386,hap1,CEU,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,49,0,45,Vindija,False,145000,Europe
NA12399,hap1,CEU,EUROPE,chr9,133231000,133256000,0.88199,Neanderthal,5,5,0,4,Tie,True,25000,Europe
NA12399,hap1,CEU,EUROPE,chr9,133301000,133341000,0.95092,Neanderthal,7,10,0,11,Chagyrskaya,False,40000,Europe
NA12399,hap1,CEU,EUROPE,chr9,133368000,133502000,0.97248,Neanderthal,15,23,0,26,Chagyrskaya,False,134000,Europe
NA12399,hap2,CEU,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,49,0,45,Vindija,False,145000,Europe
NA12413,hap2,CEU,EUROPE,chr9,133301000,133340000,0.95878,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
NA12414,hap1,CEU,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,49,0,45,Vindija,False,145000,Europe
NA12489,hap1,CEU,EUROPE,chr9,133484000,133621000,0.93692,Neanderthal,14,15,2,14,Vindija,False,137000,Europe
NA12546,hap2,CEU,EUROPE,chr9,133477000,133511000,0.92686,Neanderthal,2,2,0,2,Tie,False,34000,Europe
NA12718,hap2,CEU,EUROPE,chr9,133482000,133522000,0.9423,Neanderthal,4,8,0,5,Vindija,False,40000,Europe
NA12748,hap2,CEU,EUROPE,chr9,133480000,133511000,0.92829,Neanderthal,2,2,0,2,Tie,False,31000,Europe
NA12749,hap1,CEU,EUROPE,chr9,133468000,133510000,0.91114,Neanderthal,2,2,0,2,Tie,False,42000,Europe
NA12761,hap2,CEU,EUROPE,chr9,133301000,133452000,0.97971,Neanderthal,31,49,0,45,Vindija,False,151000,Europe
NA12777,hap1,CEU,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,49,0,45,Vindija,False,145000,Europe
NA12801,hap1,CEU,EUROPE,chr9,133484000,133515000,0.84507,Neanderthal,2,2,0,2,Tie,False,31000,Europe
NA12802,hap2,CEU,EUROPE,chr9,133481000,133509000,0.85797,Neanderthal,2,2,0,2,Tie,False,28000,Europe
NA12812,hap2,CEU,EUROPE,chr9,133484000,133515000,0.84507,Neanderthal,2,2,0,2,Tie,False,31000,Europe
NA12815,hap2,CEU,EUROPE,chr9,133481000,133509000,0.85797,Neanderthal,2,2,0,2,Tie,False,28000,Europe
NA12843,hap2,CEU,EUROPE,chr9,133301000,133340000,0.95872,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
NA12865,hap2,CEU,EUROPE,chr9,133301000,133340000,0.95825,Neanderthal,6,9,0,10,Chagyrskaya,False,39000,Europe
NA12873,hap1,CEU,EUROPE,chr9,133297000,133446000,0.97114,Neanderthal,31,49,0,45,Vindija,False,149000,Europe
NA12874,hap1,CEU,EUROPE,chr9,133191000,133243000,0.95355,Neanderthal,3,3,0,3,Tie,True,52000,Europe
NA12874,hap1,CEU,EUROPE,chr9,133301000,133327000,0.91224,Neanderthal,2,5,0,6,Chagyrskaya,False,26000,Europe
NA12875,hap2,CEU,EUROPE,chr9,133301000,133340000,0.95825,Neanderthal,6,9,0,10,Chagyrskaya,False,39000,Europe
NA12890,hap2,CEU,EUROPE,chr9,133301000,133340000,0.95872,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
HG00174,hap1,FIN,EUROPE,chr9,133481000,133511000,0.93049,Neanderthal,2,2,0,2,Tie,False,30000,Europe
HG00185,hap2,FIN,EUROPE,chr9,133254000,133446000,0.97787,Neanderthal,37,49,4,45,Vindija,True,192000,Europe
HG00268,hap2,FIN,EUROPE,chr9,133483000,133502000,0.91679,Neanderthal,2,6,0,3,Vindija,False,19000,Europe
HG00272,hap2,FIN,EUROPE,chr9,133483000,133502000,0.91961,Neanderthal,2,6,0,3,Vindija,False,19000,Europe
HG00273,hap1,FIN,EUROPE,chr9,133254000,133406000,0.98346,Neanderthal,35,37,4,34,Vindija,True,152000,Europe
HG00273,hap2,FIN,EUROPE,chr9,133409000,133446000,0.91724,Neanderthal,2,12,0,11,Vindija,False,37000,Europe
HG00275,hap2,FIN,EUROPE,chr9,133326000,133511000,0.98942,Neanderthal,40,45,0,50,Chagyrskaya,False,185000,Europe
HG00281,hap1,FIN,EUROPE,chr9,133315000,133509000,0.98156,Neanderthal,39,33,0,37,Altai,False,194000,Europe
HG00290,hap1,FIN,EUROPE,chr9,133191000,133319000,0.93948,Neanderthal,12,9,4,10,Altai,True,128000,Europe
HG00290,hap1,FIN,EUROPE,chr9,133480000,133509000,0.86032,Neanderthal,2,2,0,2,Tie,False,29000,Europe
HG00290,hap2,FIN,EUROPE,chr9,133191000,133319000,0.93948,Neanderthal,12,9,4,10,Altai,True,128000,Europe
HG00290,hap2,FIN,EUROPE,chr9,133480000,133509000,0.86032,Neanderthal,2,2,0,2,Tie,False,29000,Europe
HG00304,hap2,FIN,EUROPE,chr9,133301000,133513000,0.98875,Neanderthal,39,56,0,53,Vindija,False,212000,Europe
HG00310,hap2,FIN,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,49,0,45,Vindija,False,145000,Europe
HG00320,hap2,FIN,EUROPE,chr9,133191000,133319000,0.93948,Neanderthal,12,9,4,10,Altai,True,128000,Europe
HG00320,hap2,FIN,EUROPE,chr9,133480000,133509000,0.85202,Neanderthal,2,2,0,2,Tie,False,29000,Europe
HG00325,hap1,FIN,EUROPE,chr9,133481000,133511000,0.92461,Neanderthal,2,2,0,2,Tie,False,30000,Europe
HG00325,hap2,FIN,EUROPE,chr9,133301000,133340000,0.95872,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
HG00326,hap1,FIN,EUROPE,chr9,133326000,133511000,0.98947,Neanderthal,41,46,0,51,Chagyrskaya,False,185000,Europe
HG00329,hap2,FIN,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,49,0,45,Vindija,False,145000,Europe
HG00336,hap2,FIN,EUROPE,chr9,133483000,133502000,0.91679,Neanderthal,2,6,0,3,Vindija,False,19000,Europe
HG00337,hap2,FIN,EUROPE,chr9,133301000,133342000,0.95033,Neanderthal,7,10,0,11,Chagyrskaya,False,41000,Europe
HG00343,hap2,FIN,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,49,0,45,Vindija,False,145000,Europe
HG00349,hap2,FIN,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,49,0,45,Vindija,False,145000,Europe
HG00355,hap2,FIN,EUROPE,chr9,133481000,133511000,0.92644,Neanderthal,2,2,0,2,Tie,False,30000,Europe
HG00368,hap1,FIN,EUROPE,chr9,133480000,133509000,0.86032,Neanderthal,2,2,0,2,Tie,False,29000,Europe
HG00368,hap2,FIN,EUROPE,chr9,133191000,133269000,0.97276,Neanderthal,9,6,3,6,Altai,True,78000,Europe
HG00378,hap1,FIN,EUROPE,chr9,133483000,133502000,0.91961,Neanderthal,2,6,0,3,Vindija,False,19000,Europe
HGDP00511,hap1,French,EUROPE,chr9,133192000,133240000,0.94024,Neanderthal,2,2,0,3,Chagyrskaya,True,48000,Europe
HGDP00511,hap1,French,EUROPE,chr9,133326000,133511000,0.98912,Neanderthal,40,45,0,50,Chagyrskaya,False,185000,Europe
HGDP00519,hap2,French,EUROPE,chr9,133301000,133341000,0.97155,Neanderthal,7,10,0,11,Chagyrskaya,False,40000,Europe
HGDP00521,hap1,French,EUROPE,chr9,133343000,133446000,0.96617,Neanderthal,24,39,0,34,Vindija,False,103000,Europe
HGDP00521,hap2,French,EUROPE,chr9,133301000,133342000,0.94731,Neanderthal,7,10,0,11,Chagyrskaya,False,41000,Europe
HGDP00523,hap1,French,EUROPE,chr9,133482000,133502000,0.89751,Neanderthal,2,6,0,3,Vindija,False,20000,Europe
HGDP00525,hap2,French,EUROPE,chr9,133190000,133236000,0.95095,Neanderthal,1,1,0,3,Chagyrskaya,True,46000,Europe
HGDP00526,hap2,French,EUROPE,chr9,133492000,133522000,0.93454,Neanderthal,4,7,0,5,Vindija,False,30000,Europe
HGDP00528,hap1,French,EUROPE,chr9,133335000,133479000,0.98196,Neanderthal,33,38,0,41,Chagyrskaya,False,144000,Europe
HGDP00529,hap1,French,EUROPE,chr9,133301000,133332000,0.96584,Neanderthal,4,7,0,8,Chagyrskaya,False,31000,Europe
HGDP00530,hap1,French,EUROPE,chr9,133301000,133502000,0.99363,Neanderthal,39,62,0,54,Vindija,False,201000,Europe
HGDP00530,hap2,French,EUROPE,chr9,133481000,133509000,0.81706,Neanderthal,2,2,0,2,Tie,False,28000,Europe
HGDP00533,hap2,French,EUROPE,chr9,133190000,133217000,0.9159,Neanderthal,1,1,0,3,Chagyrskaya,False,27000,Europe
HGDP00534,hap1,French,EUROPE,chr9,133301000,133426000,0.98702,Neanderthal,30,43,0,39,Vindija,False,125000,Europe
HGDP00534,hap2,French,EUROPE,chr9,133468000,133509000,0.90595,Neanderthal,2,2,0,2,Tie,False,41000,Europe
HGDP00535,hap2,French,EUROPE,chr9,133254000,133511000,0.94043,Neanderthal,39,51,4,46,Vindija,True,257000,Europe
HGDP00536,hap1,French,EUROPE,chr9,133301000,133340000,0.95679,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
HGDP00537,hap1,French,EUROPE,chr9,133296000,133340000,0.94548,Neanderthal,7,10,0,11,Chagyrskaya,False,44000,Europe
HG00096,hap1,GBR,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,49,0,45,Vindija,False,145000,Europe
HG00101,hap1,GBR,EUROPE,chr9,133301000,133340000,0.95873,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
HG00101,hap2,GBR,EUROPE,chr9,133484000,133511000,0.86931,Neanderthal,2,2,0,2,Tie,False,27000,Europe
HG00109,hap1,GBR,EUROPE,chr9,133287000,133446000,0.93488,Neanderthal,31,47,0,42,Vindija,False,159000,Europe
HG00111,hap1,GBR,EUROPE,chr9,133395000,133446000,0.89994,Neanderthal,4,16,0,13,Vindija,False,51000,Europe
HG00111,hap2,GBR,EUROPE,chr9,133287000,133379000,0.8966,Neanderthal,26,29,0,28,Vindija,False,92000,Europe
HG00114,hap2,GBR,EUROPE,chr9,133481000,133509000,0.85797,Neanderthal,2,2,0,2,Tie,False,28000,Europe
HG00115,hap1,GBR,EUROPE,chr9,133482000,133522000,0.94209,Neanderthal,4,8,0,5,Vindija,False,40000,Europe
HG00116,hap1,GBR,EUROPE,chr9,133347000,133510000,0.98383,Neanderthal,34,40,0,43,Chagyrskaya,False,163000,Europe
HG00120,hap1,GBR,EUROPE,chr9,133301000,133521000,0.98283,Neanderthal,38,55,0,52,Vindija,False,220000,Europe
HG00120,hap2,GBR,EUROPE,chr9,133301000,133521000,0.98283,Neanderthal,40,58,0,55,Vindija,False,220000,Europe
HG00122,hap1,GBR,EUROPE,chr9,133482000,133548000,0.95359,Neanderthal,6,10,0,7,Vindija,False,66000,Europe
HG00125,hap1,GBR,EUROPE,chr9,133301000,133452000,0.97971,Neanderthal,31,49,0,45,Vindija,False,151000,Europe
HG00126,hap1,GBR,EUROPE,chr9,133301000,133323000,0.84686,Neanderthal,1,4,0,5,Chagyrskaya,False,22000,Europe
HG00127,hap1,GBR,EUROPE,chr9,133184000,133327000,0.96373,Neanderthal,15,12,4,14,Altai,True,143000,Europe
HG00129,hap2,GBR,EUROPE,chr9,133481000,133509000,0.85797,Neanderthal,2,2,0,2,Tie,False,28000,Europe
HG00131,hap1,GBR,EUROPE,chr9,133184000,133378000,0.98278,Neanderthal,41,36,4,40,Altai,True,194000,Europe
HG00131,hap2,GBR,EUROPE,chr9,133381000,133479000,0.97895,Neanderthal,13,19,0,22,Chagyrskaya,False,98000,Europe
HG00132,hap1,GBR,EUROPE,chr9,133250000,133327000,0.9458,Neanderthal,10,7,4,8,Altai,True,77000,Europe
HG00133,hap1,GBR,EUROPE,chr9,133191000,133511000,0.99021,Neanderthal,56,57,4,63,Chagyrskaya,True,320000,Europe
HG00133,hap2,GBR,EUROPE,chr9,133231000,133510000,0.98365,Neanderthal,54,56,4,61,Chagyrskaya,True,279000,Europe
HG00137,hap1,GBR,EUROPE,chr9,133254000,133511000,0.94401,Neanderthal,39,51,4,46,Vindija,True,257000,Europe
HG00137,hap2,GBR,EUROPE,chr9,133481000,133511000,0.92647,Neanderthal,2,2,0,2,Tie,False,30000,Europe
HG00142,hap2,GBR,EUROPE,chr9,133191000,133307000,0.96329,Neanderthal,13,9,4,10,Altai,True,116000,Europe
HG00142,hap2,GBR,EUROPE,chr9,133477000,133503000,0.85823,Neanderthal,2,6,0,3,Vindija,False,26000,Europe
HG00143,hap1,GBR,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,48,0,45,Vindija,False,145000,Europe
HG00148,hap1,GBR,EUROPE,chr9,133301000,133502000,0.99417,Neanderthal,39,62,0,54,Vindija,False,201000,Europe
HG00148,hap2,GBR,EUROPE,chr9,133322000,133522000,0.97599,Neanderthal,38,53,0,49,Vindija,False,200000,Europe
HG00151,hap2,GBR,EUROPE,chr9,133301000,133497000,0.99303,Neanderthal,38,60,0,52,Vindija,False,196000,Europe
HG00234,hap2,GBR,EUROPE,chr9,133301000,133342000,0.95033,Neanderthal,7,10,0,11,Chagyrskaya,False,41000,Europe
HG00235,hap2,GBR,EUROPE,chr9,133481000,133509000,0.86283,Neanderthal,2,2,0,2,Tie,False,28000,Europe
HG00236,hap2,GBR,EUROPE,chr9,133254000,133511000,0.94458,Neanderthal,39,51,4,46,Vindija,True,257000,Europe
HG00238,hap1,GBR,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,49,0,45,Vindija,False,145000,Europe
HG00242,hap1,GBR,EUROPE,chr9,133478000,133502000,0.87858,Neanderthal,2,6,0,3,Vindija,False,24000,Europe
HG00243,hap1,GBR,EUROPE,chr9,133191000,133479000,0.98651,Neanderthal,54,55,4,61,Chagyrskaya,True,288000,Europe
HG00245,hap1,GBR,EUROPE,chr9,133301000,133340000,0.95873,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
HG00245,hap2,GBR,EUROPE,chr9,133481000,133511000,0.93049,Neanderthal,2,2,0,2,Tie,False,30000,Europe
HG00254,hap2,GBR,EUROPE,chr9,133482000,133502000,0.90738,Neanderthal,2,6,0,3,Vindija,False,20000,Europe
HG00260,hap1,GBR,EUROPE,chr9,133301000,133497000,0.99302,Neanderthal,38,60,0,52,Vindija,False,196000,Europe
HG00264,hap1,GBR,EUROPE,chr9,133424000,133446000,0.89289,Neanderthal,1,6,0,6,Tie,False,22000,Europe
HG00265,hap2,GBR,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,49,0,45,Vindija,False,145000,Europe
HG01789,hap2,GBR,EUROPE,chr9,133424000,133446000,0.89289,Neanderthal,1,6,0,6,Tie,False,22000,Europe
HG01791,hap2,GBR,EUROPE,chr9,133481000,133511000,0.93208,Neanderthal,2,2,0,2,Tie,False,30000,Europe
HG02215,hap2,GBR,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,49,0,45,Vindija,False,145000,Europe
HG01500,hap2,IBS,EUROPE,chr9,133483000,133502000,0.91942,Neanderthal,2,6,0,3,Vindija,False,19000,Europe
HG01502,hap1,IBS,EUROPE,chr9,133483000,133502000,0.91942,Neanderthal,2,6,0,3,Vindija,False,19000,Europe
HG01503,hap2,IBS,EUROPE,chr9,133481000,133509000,0.85797,Neanderthal,2,2,0,2,Tie,False,28000,Europe
HG01504,hap1,IBS,EUROPE,chr9,133223000,133267000,0.90343,Neanderthal,7,6,1,5,Altai,True,44000,Europe
HG01504,hap2,IBS,EUROPE,chr9,133265000,133446000,0.97519,Neanderthal,36,49,3,45,Vindija,True,181000,Europe
HG01505,hap2,IBS,EUROPE,chr9,133223000,133446000,0.96759,Neanderthal,43,55,4,50,Vindija,True,223000,Europe
HG01506,hap1,IBS,EUROPE,chr9,133481000,133509000,0.85844,Neanderthal,2,2,0,2,Tie,False,28000,Europe
HG01508,hap1,IBS,EUROPE,chr9,133481000,133509000,0.85844,Neanderthal,2,2,0,2,Tie,False,28000,Europe
HG01512,hap1,IBS,EUROPE,chr9,133301000,133446000,0.97962,Neanderthal,31,49,0,45,Vindija,False,145000,Europe
HG01513,hap1,IBS,EUROPE,chr9,133481000,133512000,0.85861,Neanderthal,2,2,0,2,Tie,False,31000,Europe
HG01513,hap2,IBS,EUROPE,chr9,133254000,133427000,0.98765,Neanderthal,41,39,4,44,Chagyrskaya,True,173000,Europe
HG01514,hap2,IBS,EUROPE,chr9,133254000,133427000,0.98765,Neanderthal,41,39,4,44,Chagyrskaya,True,173000,Europe
HG01516,hap2,IBS,EUROPE,chr9,133481000,133509000,0.85395,Neanderthal,2,2,0,2,Tie,False,28000,Europe
HG01517,hap2,IBS,EUROPE,chr9,133481000,133509000,0.85395,Neanderthal,2,2,0,2,Tie,False,28000,Europe
HG01518,hap1,IBS,EUROPE,chr9,133301000,133337000,0.95782,Neanderthal,6,9,0,10,Chagyrskaya,False,36000,Europe
