country,year,district_magnitude,enep
Vanuatu,2012,3.06,8.279996
Vanuatu,2016,2.89,7.140664
Vanuatu,2020,3.06,15.6353290892796
Venezuela,1947,4.78,1.87
Venezuela,1963,7.26,4.77
Venezuela,1968,8.52,5.99
Venezuela,1973,7.96,3.35
Venezuela,1978,7.96,3.1
Venezuela,1983,7.91,2.96
Venezuela,1988,7.91,3.36
Venezuela,1993,1.0,5.54
Venezuela,1998,1.22,7.01
Venezuela,2005,1.26,1.33
Venezuela,2010,1.26,2.19
Venezuela,2015,1.26,2.065026
Samoa,1991,1.15,2.659
Samoa,1996,1.2,3.004
Samoa,2001,1.2,2.925
Samoa,2006,1.2,2.849
Samoa,2011,1.2,2.447
Samoa,2016,1.0,2.217
Zambia,1991,1.0,1.639
Zambia,1996,1.0,2.445
Zambia,2001,1.0,5.505
Zambia,2006,1.0,3.762
Zambia,2011,1.0,3.39124874019348
Zambia,2016,1.0,2.7751176733147
