search_date,2026-07-17
europepmc_hit_count,7594
transparency_sample_retrieved,300
query,"((""loss to follow-up"" OR ""loss to follow up"" OR ""lost to follow-up"" OR ""retention in care"" OR ""treatment attrition"" OR ""disengagement from care"") AND (tuberculosis OR ""TB treatment"" OR HIV OR ""antiretroviral therapy"" OR ART) AND (""Kaplan-Meier"" OR ""Kaplan Meier"" OR ""survival curve"" OR ""cumulative incidence"" OR ""time to loss"")) AND (OPEN_ACCESS:Y) AND (PUB_TYPE:""research-article"" OR SRC:MED)"

id,source,pmcid,doi,year,journal,title
42201862,MED,PMC13215541,10.1371/journal.pone.0350106,2026,PLoS One,Early treatment interruption and nutritional status as predictors of mortality in Mycobacterium avium complex pulmonary disease.
40631395,MED,PMC12541114,10.1177/09622802251356594,2025,Stat Methods Med Res,"Inference procedures in sequential trial emulation with survival outcomes: Comparing confidence intervals based on the sandwich variance estimator, bootstrap and jackknife."
40762951,MED,PMC12425866,10.1007/s40121-025-01201-7,2025,Infect Dis Ther,"Long-Term Health Outcomes of People with HIV Engaged in Chemsex: A Prospective Cohort Study on Drug Use, Sexual Behaviour, Sexually-Transmitted Infections and Vulnerability."
41735928,MED,PMC13041266,10.1186/s12879-026-12576-4,2026,BMC Infect Dis,Durable three-year outcomes and persistent neuropathy following nine-month all-oral regimens for rifampicin-resistant tuberculosis: a multicentre cohort study in China.
39994545,MED,PMC11853608,10.1186/s12879-025-10673-4,2025,BMC Infect Dis,Establishment and evaluation of a predictive model for immune reconstitution in people living with HIV after antiretroviral therapy.
39742881,MED,PMC11704241,10.3349/ymj.2024.0048,2025,Yonsei Med J,Comparison of Patients Who Were Not Evaluated and Lost to Follow-Up with Multidrug/Rifampin-Resistant Tuberculosis in South Korea.
39695972,MED,PMC11654082,10.1186/s12879-024-10280-9,2024,BMC Infect Dis,"Competing risks multi-state model for time-to-event data analysis of HIV/AIDS: a retrospective cohort national datasets, Ethiopia."
39379418,MED,PMC11461838,10.1038/s41598-024-72404-0,2024,Sci Rep,"Incidence and predictors of common opportunistic infections among children living with HIV at Bahir Dar City, Ethiopia."
42130638,MED,PMC13160749,10.3389/fonc.2026.1818955,2026,Front Oncol,"HBV reactivation in HCC patients following TACE: risk factors, antiviral therapy impact, and survival analysis."
41972130,MED,PMC13066228,10.3389/fimmu.2026.1767359,2026,Front Immunol,Clinical significance of erythrocyte sedimentation rate-based stratification in a large retrospective SLE cohort.
40799783,MED,PMC12342930,10.1093/ofid/ofaf345,2025,Open Forum Infect Dis,Stool-Based Molecular Tuberculosis Treatment Monitoring: A Faster Means for Detecting Persistent Mycobacteria Compared to Phenotypic Culture.
39877417,MED,PMC11772978,10.1016/j.ijregi.2024.100550,2025,IJID Reg,Transitions through the HIV continuum of care in people enrolling in care with advanced HIV disease in Latin America.
40698903,MED,PMC12497932,10.1111/hiv.70079,2025,HIV Med,Metabolic dysfunction-associated liver disease predicts incident liver fibrosis in people with HIV mono-infection: A cohort study.
41438008,MED,PMC12720305,10.1016/j.jctube.2025.100573,2026,J Clin Tuberc Other Mycobact Dis,Treatment outcomes among patients with mycobacterial blood stream infection in a tertiary hospital:a retrospective study form 2019 to 2023.
41991257,MED,PMC13110516,10.1136/bmjopen-2025-114414,2026,BMJ Open,"Adjuvant short-course radiotherapy combined with chemotherapy and a PD-1 inhibitor for resected mucosal melanoma: study protocol for a single-arm, prospective, phase II trial."
42110218,MED,PMC13155345,10.1353/obs.2025.a973070,2025,Obs Stud,Analytic Considerations for the Evaluation of Tuberculosis Preventative Therapy Effectiveness Among People Living with HIV.
39514367,MED,PMC12135909,10.1093/cid/ciae530,2025,Clin Infect Dis,Impact of Point-of-Care Birth Test-and-Treat on Clinical Outcomes Among Infants With HIV: A Cluster-Randomized Trial in Mozambique and Tanzania.
42039874,MED,PMC13107110,10.12688/wellcomeopenres.24185.2,2025,Wellcome Open Res,Alcohol Consumption and Health Outcomes Among Men in a Rural HIV-Endemic Cohort in South Africa.
40108577,MED,PMC11924709,10.1186/s12889-025-21630-w,2025,BMC Public Health,Evaluation of differentiated service delivery models on HIV treatment retention among key populations in Nigeria: a prospective cohort analysis.
38283081,MED,PMC10817807,10.1155/2024/5580728,2024,Can J Infect Dis Med Microbiol,"Incidence and Predictors of Severe Adverse Drug Reactions among Patients on Antiretroviral Drugs in Harari Regional State, Eastern Ethiopia."
39186551,MED,PMC11346725,10.1371/journal.pone.0307519,2024,PLoS One,"Immunologic, virologic and drug resistance outcomes in an HIV-infected prospective cohort on treatment in South Africa."
41727654,MED,PMC12916372,10.3389/fonc.2026.1655448,2026,Front Oncol,Outcome of elective cemiplimab discontinuation in locally advanced or metastatic cutaneous squamous cell carcinoma patients achieving a complete remission.
38961819,MED,PMC11795028,10.1111/tmi.14030,2024,Trop Med Int Health,Correcting mortality estimates among children and youth on antiretroviral therapy in southern Africa: A comparative analysis between a multi-country tracing study and linkage to a health information exchange.
